# ID(s) interactor A	ID(s) interactor B	Alt. ID(s) interactor A	Alt. ID(s) interactor B	Alias(es) interactor A	Alias(es) interactor B	Interaction detection method(s)	Publication 1st author(s)	Publication Identifier(s)	Taxid interactor A	Taxid interactor B	Interaction type(s)	Source database(s)	Interaction identifier(s)	Confidence value(s)
uniprotkb:P03182	uniprotkb:Q9NQX7	uniprotkb:Q777H0|intact:EBI-1207659|uniprotkb:P03182	uniprotkb:Q4G0A8|uniprotkb:Q53H84|uniprotkb:Q6IAE7|uniprotkb:Q86VK5|uniprotkb:Q8N288|uniprotkb:Q8TAW0|uniprotkb:Q9BUP8|uniprotkb:B3KPG4|ensembl:ENSP00000322730.6|intact:EBI-725459|uniprotkb:Q9NQX7	psi-mi:ear_ebvb9(display_short)|psi-mi:Apoptosis regulator BHRF1(display_long)|uniprotkb:BHRF1(orf name)|uniprotkb:Nuclear antigen(gene name synonym)|uniprotkb:Early antigen protein R(gene name synonym)	psi-mi:itm2c_human(display_short)|psi-mi:Integral membrane protein 2C(display_long)|uniprotkb:ITM2C(gene name)|uniprotkb:PSEC0047(orf name)|uniprotkb:NPD018(orf name)|uniprotkb:hucep-14(orf name)|uniprotkb:BRI3(gene name synonym)|uniprotkb:Cerebral protein 14(gene name synonym)|uniprotkb:Transmembrane protein BRI3(gene name synonym)	psi-mi:"MI:0676"(tandem affinity purification)	Rozenblatt-Rosen O. et al.(2012)	intact:EBI-10824241|pubmed:22810586|doi:10.1038/nature11288|imex:IM-25307	taxid:10377(ebvb9)|taxid:10377("Epstein-Barr virus (strain B95-8) (HHV-4)")	taxid:9606(human)|taxid:9606(Homo sapiens)	psi-mi:"MI:0914"(association)	psi-mi:"MI:0471"(MINT, Dpt of Biology, University of Rome Tor Vergata)	intact:EBI-11721938|psi-mi:"MI:0471"|imex:IM-25307-441	intact-miscore:0.35
uniprotkb:P03182	uniprotkb:P29966	uniprotkb:Q777H0|intact:EBI-1207659|uniprotkb:P03182	uniprotkb:E1P560|uniprotkb:Q2LA83|uniprotkb:Q5TDB7|ensembl:ENSP00000478061.1|intact:EBI-1047781|uniprotkb:P29966	psi-mi:ear_ebvb9(display_short)|psi-mi:Apoptosis regulator BHRF1(display_long)|uniprotkb:BHRF1(orf name)|uniprotkb:Nuclear antigen(gene name synonym)|uniprotkb:Early antigen protein R(gene name synonym)	psi-mi:marcs_human(display_short)|psi-mi:Myristoylated alanine-rich C-kinase substrate(display_long)|uniprotkb:MARCKS(gene name)|uniprotkb:PRKCSL(gene name synonym)|uniprotkb:MACS(gene name synonym)|uniprotkb:Protein kinase C substrate, 80 kDa protein, light chain(gene name synonym)	psi-mi:"MI:0676"(tandem affinity purification)	Rozenblatt-Rosen O. et al.(2012)	intact:EBI-10824241|pubmed:22810586|doi:10.1038/nature11288|imex:IM-25307	taxid:10377(ebvb9)|taxid:10377("Epstein-Barr virus (strain B95-8) (HHV-4)")	taxid:9606(human)|taxid:9606(Homo sapiens)	psi-mi:"MI:0914"(association)	psi-mi:"MI:0471"(MINT, Dpt of Biology, University of Rome Tor Vergata)	intact:EBI-11721938|psi-mi:"MI:0471"|imex:IM-25307-441	intact-miscore:0.35
uniprotkb:P03182	uniprotkb:Q9NZM1	uniprotkb:Q777H0|intact:EBI-1207659|uniprotkb:P03182	uniprotkb:Q5VWW2|uniprotkb:Q5VWW3|uniprotkb:Q5VWW4|uniprotkb:Q5VWW5|uniprotkb:Q7Z642|uniprotkb:Q8IWH0|uniprotkb:Q9HBU3|uniprotkb:Q9NZM0|uniprotkb:Q9ULL3|uniprotkb:Q9Y4U4|uniprotkb:B3KQN5|ensembl:ENSP00000352208.4|intact:EBI-1994363|uniprotkb:Q9NZM1	psi-mi:ear_ebvb9(display_short)|psi-mi:Apoptosis regulator BHRF1(display_long)|uniprotkb:BHRF1(orf name)|uniprotkb:Nuclear antigen(gene name synonym)|uniprotkb:Early antigen protein R(gene name synonym)	psi-mi:myof_human(display_short)|psi-mi:Myoferlin(display_long)|uniprotkb:Myof(gene name)|uniprotkb:Fer-1-like protein 3(gene name synonym)|uniprotkb:Fer1l3(gene name synonym)|uniprotkb:Kiaa1207(gene name synonym)	psi-mi:"MI:0676"(tandem affinity purification)	Rozenblatt-Rosen O. et al.(2012)	intact:EBI-10824241|pubmed:22810586|doi:10.1038/nature11288|imex:IM-25307	taxid:10377(ebvb9)|taxid:10377("Epstein-Barr virus (strain B95-8) (HHV-4)")	taxid:9606(human)|taxid:9606(Homo sapiens)	psi-mi:"MI:0914"(association)	psi-mi:"MI:0471"(MINT, Dpt of Biology, University of Rome Tor Vergata)	intact:EBI-11721938|psi-mi:"MI:0471"|imex:IM-25307-441	intact-miscore:0.35
uniprotkb:P03209	uniprotkb:Q9NZM1	uniprotkb:Q777E4|intact:EBI-2621080|uniprotkb:P03209	uniprotkb:Q5VWW2|uniprotkb:Q5VWW3|uniprotkb:Q5VWW4|uniprotkb:Q5VWW5|uniprotkb:Q7Z642|uniprotkb:Q8IWH0|uniprotkb:Q9HBU3|uniprotkb:Q9NZM0|uniprotkb:Q9ULL3|uniprotkb:Q9Y4U4|uniprotkb:B3KQN5|ensembl:ENSP00000352208.4|intact:EBI-1994363|uniprotkb:Q9NZM1	psi-mi:brlf1_ebvb9(display_short)|psi-mi:Replication and transcription activator(display_long)|uniprotkb:Immediate-early protein Rta(gene name synonym)|uniprotkb:Protein R(gene name synonym)|uniprotkb:BRLF1(orf name)	psi-mi:myof_human(display_short)|psi-mi:Myoferlin(display_long)|uniprotkb:Myof(gene name)|uniprotkb:Fer-1-like protein 3(gene name synonym)|uniprotkb:Fer1l3(gene name synonym)|uniprotkb:Kiaa1207(gene name synonym)	psi-mi:"MI:0676"(tandem affinity purification)	Rozenblatt-Rosen O. et al.(2012)	intact:EBI-10824241|pubmed:22810586|doi:10.1038/nature11288|imex:IM-25307	taxid:10377(ebvb9)|taxid:10377("Epstein-Barr virus (strain B95-8) (HHV-4)")	taxid:9606(human)|taxid:9606(Homo sapiens)	psi-mi:"MI:0914"(association)	psi-mi:"MI:0471"(MINT, Dpt of Biology, University of Rome Tor Vergata)	intact:EBI-11722090|psi-mi:"MI:0471"|imex:IM-25307-616	intact-miscore:0.35
uniprotkb:P03209	uniprotkb:P46778	uniprotkb:Q777E4|intact:EBI-2621080|uniprotkb:P03209	uniprotkb:Q16699|ensembl:ENSP00000346027.4|ensembl:ENSP00000351021.2|ensembl:ENSP00000370569.1|ensembl:ENSP00000370574.1|intact:EBI-350634|uniprotkb:P46778	psi-mi:brlf1_ebvb9(display_short)|psi-mi:Replication and transcription activator(display_long)|uniprotkb:Immediate-early protein Rta(gene name synonym)|uniprotkb:Protein R(gene name synonym)|uniprotkb:BRLF1(orf name)	psi-mi:rl21_human(display_short)|psi-mi:Large ribosomal subunit protein eL21(display_long)|uniprotkb:RPL21(gene name)|uniprotkb:60S ribosomal protein L21(gene name synonym)	psi-mi:"MI:0676"(tandem affinity purification)	Rozenblatt-Rosen O. et al.(2012)	intact:EBI-10824241|pubmed:22810586|doi:10.1038/nature11288|imex:IM-25307	taxid:10377(ebvb9)|taxid:10377("Epstein-Barr virus (strain B95-8) (HHV-4)")	taxid:9606(human)|taxid:9606(Homo sapiens)	psi-mi:"MI:0914"(association)	psi-mi:"MI:0471"(MINT, Dpt of Biology, University of Rome Tor Vergata)	intact:EBI-11722090|psi-mi:"MI:0471"|imex:IM-25307-616	intact-miscore:0.35
uniprotkb:P03220	uniprotkb:P49368	uniprotkb:Q777D0|intact:EBI-9644820|uniprotkb:P03220	uniprotkb:Q5SZY1|uniprotkb:Q9BR64|uniprotkb:A6NE14|ensembl:ENSP00000295688.3|intact:EBI-356673|uniprotkb:P49368	psi-mi:ul95_ebvb9(display_short)|psi-mi:Late gene expression regulator BGLF3(display_long)|uniprotkb:BGLF3(orf name)	psi-mi:tcpg_human(display_short)|psi-mi:T-complex protein 1 subunit gamma(display_long)|uniprotkb:CCT3(gene name)|uniprotkb:Chaperonin containing T-complex polypeptide 1 subunit 3(gene name synonym)|uniprotkb:hTRiC5(gene name synonym)|uniprotkb:CCT-gamma(gene name synonym)|uniprotkb:TRIC5(gene name synonym)|uniprotkb:CCTG(gene name synonym)	psi-mi:"MI:0676"(tandem affinity purification)	Rozenblatt-Rosen O. et al.(2012)	intact:EBI-10824241|pubmed:22810586|doi:10.1038/nature11288|imex:IM-25307	taxid:10377(ebvb9)|taxid:10377("Epstein-Barr virus (strain B95-8) (HHV-4)")	taxid:9606(human)|taxid:9606(Homo sapiens)	psi-mi:"MI:0914"(association)	psi-mi:"MI:0471"(MINT, Dpt of Biology, University of Rome Tor Vergata)	intact:EBI-11722152|psi-mi:"MI:0471"|imex:IM-25307-618	intact-miscore:0.35
uniprotkb:P03220	uniprotkb:P53621	uniprotkb:Q777D0|intact:EBI-9644820|uniprotkb:P03220	intact:EBI-1188425|uniprotkb:Q5T201|uniprotkb:Q8IXZ9|intact:EBI-2559704|ensembl:ENSP00000241704.7|intact:EBI-11576606|intact:EBI-356273|uniprotkb:P53621	psi-mi:ul95_ebvb9(display_short)|psi-mi:Late gene expression regulator BGLF3(display_long)|uniprotkb:BGLF3(orf name)	psi-mi:copa_human(display_short)|psi-mi:Coatomer subunit alpha(display_long)|uniprotkb:COPA(gene name)|uniprotkb:HEP-COP(gene name synonym)|uniprotkb:Alpha-coat protein(gene name synonym)	psi-mi:"MI:0676"(tandem affinity purification)	Rozenblatt-Rosen O. et al.(2012)	intact:EBI-10824241|pubmed:22810586|doi:10.1038/nature11288|imex:IM-25307	taxid:10377(ebvb9)|taxid:10377("Epstein-Barr virus (strain B95-8) (HHV-4)")	taxid:9606(human)|taxid:9606(Homo sapiens)	psi-mi:"MI:0914"(association)	psi-mi:"MI:0471"(MINT, Dpt of Biology, University of Rome Tor Vergata)	intact:EBI-11722152|psi-mi:"MI:0471"|imex:IM-25307-618	intact-miscore:0.35
uniprotkb:P03220	uniprotkb:P41221	uniprotkb:Q777D0|intact:EBI-9644820|uniprotkb:P03220	ensembl:ENSP00000264634.4|ensembl:ENSP00000417310.1|uniprotkb:A8K4A4|uniprotkb:Q6P278|intact:EBI-6594545|uniprotkb:P41221	psi-mi:ul95_ebvb9(display_short)|psi-mi:Late gene expression regulator BGLF3(display_long)|uniprotkb:BGLF3(orf name)	psi-mi:wnt5a_human(display_short)|psi-mi:Protein Wnt-5a(display_long)|uniprotkb:WNT5A(gene name)	psi-mi:"MI:0676"(tandem affinity purification)	Rozenblatt-Rosen O. et al.(2012)	intact:EBI-10824241|pubmed:22810586|doi:10.1038/nature11288|imex:IM-25307	taxid:10377(ebvb9)|taxid:10377("Epstein-Barr virus (strain B95-8) (HHV-4)")	taxid:9606(human)|taxid:9606(Homo sapiens)	psi-mi:"MI:0914"(association)	psi-mi:"MI:0471"(MINT, Dpt of Biology, University of Rome Tor Vergata)	intact:EBI-11722152|psi-mi:"MI:0471"|imex:IM-25307-618	intact-miscore:0.35
uniprotkb:P03225	uniprotkb:P49368	uniprotkb:Q777C4|intact:EBI-2621153|uniprotkb:P03225	uniprotkb:Q5SZY1|uniprotkb:Q9BR64|uniprotkb:A6NE14|ensembl:ENSP00000295688.3|intact:EBI-356673|uniprotkb:P49368	psi-mi:bdlf2_ebvb9(display_short)|psi-mi:Protein BDLF2(display_long)|uniprotkb:BDLF2(orf name)	psi-mi:tcpg_human(display_short)|psi-mi:T-complex protein 1 subunit gamma(display_long)|uniprotkb:CCT3(gene name)|uniprotkb:Chaperonin containing T-complex polypeptide 1 subunit 3(gene name synonym)|uniprotkb:hTRiC5(gene name synonym)|uniprotkb:CCT-gamma(gene name synonym)|uniprotkb:TRIC5(gene name synonym)|uniprotkb:CCTG(gene name synonym)	psi-mi:"MI:0676"(tandem affinity purification)	Rozenblatt-Rosen O. et al.(2012)	intact:EBI-10824241|pubmed:22810586|doi:10.1038/nature11288|imex:IM-25307	taxid:10377(ebvb9)|taxid:10377("Epstein-Barr virus (strain B95-8) (HHV-4)")	taxid:9606(human)|taxid:9606(Homo sapiens)	psi-mi:"MI:0914"(association)	psi-mi:"MI:0471"(MINT, Dpt of Biology, University of Rome Tor Vergata)	intact:EBI-11722220|psi-mi:"MI:0471"|imex:IM-25307-569	intact-miscore:0.35
uniprotkb:P03225	uniprotkb:Q14974	uniprotkb:Q777C4|intact:EBI-2621153|uniprotkb:P03225	uniprotkb:Q14637|uniprotkb:Q96J27|uniprotkb:Q53XN2|uniprotkb:B7ZAV6|uniprotkb:D3DTT3|intact:EBI-28976864|ensembl:ENSP00000290158.3|ensembl:ENSP00000464042.2|intact:EBI-286758|uniprotkb:Q14974	psi-mi:bdlf2_ebvb9(display_short)|psi-mi:Protein BDLF2(display_long)|uniprotkb:BDLF2(orf name)	psi-mi:imb1_human(display_short)|psi-mi:Importin subunit beta-1(display_long)|uniprotkb:KPNB1(gene name)|uniprotkb:Pore targeting complex 97 kDa subunit(gene name synonym)|uniprotkb:NTF97(gene name synonym)|uniprotkb:Importin-90(gene name synonym)|uniprotkb:Nuclear factor p97(gene name synonym)|uniprotkb:Karyopherin subunit beta-1(gene name synonym)	psi-mi:"MI:0676"(tandem affinity purification)	Rozenblatt-Rosen O. et al.(2012)	intact:EBI-10824241|pubmed:22810586|doi:10.1038/nature11288|imex:IM-25307	taxid:10377(ebvb9)|taxid:10377("Epstein-Barr virus (strain B95-8) (HHV-4)")	taxid:9606(human)|taxid:9606(Homo sapiens)	psi-mi:"MI:0914"(association)	psi-mi:"MI:0471"(MINT, Dpt of Biology, University of Rome Tor Vergata)	intact:EBI-11722220|psi-mi:"MI:0471"|imex:IM-25307-569	intact-miscore:0.35
uniprotkb:P0C739	uniprotkb:P10909	uniprotkb:Q04361|uniprotkb:Q8AZJ2|intact:EBI-9346744|uniprotkb:P0C739	uniprotkb:B3KSE6|uniprotkb:P11380|uniprotkb:P11381|uniprotkb:Q5HYC1|uniprotkb:Q7Z5B9|uniprotkb:B2R9Q1|uniprotkb:Q2TU75|ensembl:ENSP00000315130.10|ensembl:ENSP00000385419.3|ensembl:ENSP00000429620.1|intact:EBI-1104674|uniprotkb:P10909	psi-mi:bnl2a_ebvb9(display_short)|psi-mi:Protein BNLF2a(display_long)|uniprotkb:BNLF2a(orf name)	psi-mi:clus_human(display_short)|psi-mi:Clusterin(display_long)|uniprotkb:CLU(gene name)|uniprotkb:Sulfated glycoprotein 2(gene name synonym)|uniprotkb:AAG4(orf name)|uniprotkb:Aging-associated gene 4 protein(gene name synonym)|uniprotkb:Ku70-binding protein 1(gene name synonym)|uniprotkb:Testosterone-repressed prostate message 2(gene name synonym)|uniprotkb:Apolipoprotein J(gene name synonym)|uniprotkb:NA1/NA2(gene name synonym)|uniprotkb:Complement cytolysis inhibitor(gene name synonym)|uniprotkb:Complement-associated protein SP-40,40(gene name synonym)|uniprotkb:KUB1(gene name synonym)|uniprotkb:CLI(gene name synonym)|uniprotkb:APOJ(gene name synonym)	psi-mi:"MI:0676"(tandem affinity purification)	Rozenblatt-Rosen O. et al.(2012)	intact:EBI-10824241|pubmed:22810586|doi:10.1038/nature11288|imex:IM-25307	taxid:10377(ebvb9)|taxid:10377("Epstein-Barr virus (strain B95-8) (HHV-4)")	taxid:9606(human)|taxid:9606(Homo sapiens)	psi-mi:"MI:0914"(association)	psi-mi:"MI:0471"(MINT, Dpt of Biology, University of Rome Tor Vergata)	intact:EBI-11725101|psi-mi:"MI:0471"|imex:IM-25307-587	intact-miscore:0.35
uniprotkb:P0C739	uniprotkb:P53621	uniprotkb:Q04361|uniprotkb:Q8AZJ2|intact:EBI-9346744|uniprotkb:P0C739	intact:EBI-1188425|uniprotkb:Q5T201|uniprotkb:Q8IXZ9|intact:EBI-2559704|ensembl:ENSP00000241704.7|intact:EBI-11576606|intact:EBI-356273|uniprotkb:P53621	psi-mi:bnl2a_ebvb9(display_short)|psi-mi:Protein BNLF2a(display_long)|uniprotkb:BNLF2a(orf name)	psi-mi:copa_human(display_short)|psi-mi:Coatomer subunit alpha(display_long)|uniprotkb:COPA(gene name)|uniprotkb:HEP-COP(gene name synonym)|uniprotkb:Alpha-coat protein(gene name synonym)	psi-mi:"MI:0676"(tandem affinity purification)	Rozenblatt-Rosen O. et al.(2012)	intact:EBI-10824241|pubmed:22810586|doi:10.1038/nature11288|imex:IM-25307	taxid:10377(ebvb9)|taxid:10377("Epstein-Barr virus (strain B95-8) (HHV-4)")	taxid:9606(human)|taxid:9606(Homo sapiens)	psi-mi:"MI:0914"(association)	psi-mi:"MI:0471"(MINT, Dpt of Biology, University of Rome Tor Vergata)	intact:EBI-11725101|psi-mi:"MI:0471"|imex:IM-25307-587	intact-miscore:0.35
uniprotkb:P0C739	uniprotkb:P42704	uniprotkb:Q04361|uniprotkb:Q8AZJ2|intact:EBI-9346744|uniprotkb:P0C739	uniprotkb:A0PJE3|uniprotkb:A8K1V1|uniprotkb:Q53PC0|uniprotkb:Q53QN7|uniprotkb:Q96D84|uniprotkb:Q6ZUD8|uniprotkb:Q7Z7A6|ensembl:ENSP00000260665.7|intact:EBI-1050853|uniprotkb:P42704	psi-mi:bnl2a_ebvb9(display_short)|psi-mi:Protein BNLF2a(display_long)|uniprotkb:BNLF2a(orf name)	psi-mi:lpprc_human(display_short)|psi-mi:Leucine-rich PPR motif-containing protein, mitochondrial(display_long)|uniprotkb:LRPPRC(gene name)|uniprotkb:LRP130(gene name synonym)|uniprotkb:GP130(gene name synonym)|uniprotkb:130 kDa leucine-rich protein(gene name synonym)	psi-mi:"MI:0676"(tandem affinity purification)	Rozenblatt-Rosen O. et al.(2012)	intact:EBI-10824241|pubmed:22810586|doi:10.1038/nature11288|imex:IM-25307	taxid:10377(ebvb9)|taxid:10377("Epstein-Barr virus (strain B95-8) (HHV-4)")	taxid:9606(human)|taxid:9606(Homo sapiens)	psi-mi:"MI:0914"(association)	psi-mi:"MI:0471"(MINT, Dpt of Biology, University of Rome Tor Vergata)	intact:EBI-11725101|psi-mi:"MI:0471"|imex:IM-25307-587	intact-miscore:0.35
uniprotkb:P0C739	uniprotkb:Q9NZM1	uniprotkb:Q04361|uniprotkb:Q8AZJ2|intact:EBI-9346744|uniprotkb:P0C739	uniprotkb:Q5VWW2|uniprotkb:Q5VWW3|uniprotkb:Q5VWW4|uniprotkb:Q5VWW5|uniprotkb:Q7Z642|uniprotkb:Q8IWH0|uniprotkb:Q9HBU3|uniprotkb:Q9NZM0|uniprotkb:Q9ULL3|uniprotkb:Q9Y4U4|uniprotkb:B3KQN5|ensembl:ENSP00000352208.4|intact:EBI-1994363|uniprotkb:Q9NZM1	psi-mi:bnl2a_ebvb9(display_short)|psi-mi:Protein BNLF2a(display_long)|uniprotkb:BNLF2a(orf name)	psi-mi:myof_human(display_short)|psi-mi:Myoferlin(display_long)|uniprotkb:Myof(gene name)|uniprotkb:Fer-1-like protein 3(gene name synonym)|uniprotkb:Fer1l3(gene name synonym)|uniprotkb:Kiaa1207(gene name synonym)	psi-mi:"MI:0676"(tandem affinity purification)	Rozenblatt-Rosen O. et al.(2012)	intact:EBI-10824241|pubmed:22810586|doi:10.1038/nature11288|imex:IM-25307	taxid:10377(ebvb9)|taxid:10377("Epstein-Barr virus (strain B95-8) (HHV-4)")	taxid:9606(human)|taxid:9606(Homo sapiens)	psi-mi:"MI:0914"(association)	psi-mi:"MI:0471"(MINT, Dpt of Biology, University of Rome Tor Vergata)	intact:EBI-11725101|psi-mi:"MI:0471"|imex:IM-25307-587	intact-miscore:0.35
uniprotkb:P0C739	uniprotkb:P04844	uniprotkb:Q04361|uniprotkb:Q8AZJ2|intact:EBI-9346744|uniprotkb:P0C739	uniprotkb:Q5JYR6|uniprotkb:Q9UBE1|uniprotkb:Q6IBA5|uniprotkb:Q96E21|uniprotkb:Q9BUQ3|ensembl:ENSP00000237530.6|ensembl:ENSP00000517679.1|intact:EBI-719731|uniprotkb:P04844	psi-mi:bnl2a_ebvb9(display_short)|psi-mi:Protein BNLF2a(display_long)|uniprotkb:BNLF2a(orf name)	psi-mi:rpn2_human(display_short)|psi-mi:Dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit 2(display_long)|uniprotkb:RPN2(gene name)|uniprotkb:RIBIIR(gene name synonym)|uniprotkb:Ribophorin II(gene name synonym)|uniprotkb:Ribophorin-2(gene name synonym)|uniprotkb:Dolichyl-diphosphooligosaccharide--protein glycosyltransferase 63 kDa subunit(gene name synonym)	psi-mi:"MI:0676"(tandem affinity purification)	Rozenblatt-Rosen O. et al.(2012)	intact:EBI-10824241|pubmed:22810586|doi:10.1038/nature11288|imex:IM-25307	taxid:10377(ebvb9)|taxid:10377("Epstein-Barr virus (strain B95-8) (HHV-4)")	taxid:9606(human)|taxid:9606(Homo sapiens)	psi-mi:"MI:0914"(association)	psi-mi:"MI:0471"(MINT, Dpt of Biology, University of Rome Tor Vergata)	intact:EBI-11725101|psi-mi:"MI:0471"|imex:IM-25307-587	intact-miscore:0.35
uniprotkb:P0C739	uniprotkb:P27105	uniprotkb:Q04361|uniprotkb:Q8AZJ2|intact:EBI-9346744|uniprotkb:P0C739	ensembl:ENSP00000286713.2|uniprotkb:Q14087|uniprotkb:Q15609|uniprotkb:Q5VX96|uniprotkb:Q96FK4|uniprotkb:B1AM77|intact:EBI-1211440|uniprotkb:P27105	psi-mi:bnl2a_ebvb9(display_short)|psi-mi:Protein BNLF2a(display_long)|uniprotkb:BNLF2a(orf name)	psi-mi:stom_human(display_short)|psi-mi:Stomatin(display_long)|uniprotkb:STOM(gene name)|uniprotkb:Erythrocyte membrane protein band 7.2(gene name synonym)|uniprotkb:Erythrocyte band 7 integral membrane protein(gene name synonym)|uniprotkb:Protein 7.2b(gene name synonym)|uniprotkb:EPB72(gene name synonym)|uniprotkb:BND7(gene name synonym)	psi-mi:"MI:0676"(tandem affinity purification)	Rozenblatt-Rosen O. et al.(2012)	intact:EBI-10824241|pubmed:22810586|doi:10.1038/nature11288|imex:IM-25307	taxid:10377(ebvb9)|taxid:10377("Epstein-Barr virus (strain B95-8) (HHV-4)")	taxid:9606(human)|taxid:9606(Homo sapiens)	psi-mi:"MI:0914"(association)	psi-mi:"MI:0471"(MINT, Dpt of Biology, University of Rome Tor Vergata)	intact:EBI-11725101|psi-mi:"MI:0471"|imex:IM-25307-587	intact-miscore:0.35
uniprotkb:P0CK56	uniprotkb:P49368	uniprotkb:P03223|uniprotkb:Q777C6|intact:EBI-2622323|uniprotkb:P0CK56	uniprotkb:Q5SZY1|uniprotkb:Q9BR64|uniprotkb:A6NE14|ensembl:ENSP00000295688.3|intact:EBI-356673|uniprotkb:P49368	psi-mi:ul92_ebvb9(display_short)|psi-mi:Late gene expression regulator BDLF4(display_long)|uniprotkb:BDLF4(orf name)	psi-mi:tcpg_human(display_short)|psi-mi:T-complex protein 1 subunit gamma(display_long)|uniprotkb:CCT3(gene name)|uniprotkb:Chaperonin containing T-complex polypeptide 1 subunit 3(gene name synonym)|uniprotkb:hTRiC5(gene name synonym)|uniprotkb:CCT-gamma(gene name synonym)|uniprotkb:TRIC5(gene name synonym)|uniprotkb:CCTG(gene name synonym)	psi-mi:"MI:0676"(tandem affinity purification)	Rozenblatt-Rosen O. et al.(2012)	intact:EBI-10824241|pubmed:22810586|doi:10.1038/nature11288|imex:IM-25307	taxid:10377(ebvb9)|taxid:10377("Epstein-Barr virus (strain B95-8) (HHV-4)")	taxid:9606(human)|taxid:9606(Homo sapiens)	psi-mi:"MI:0914"(association)	psi-mi:"MI:0471"(MINT, Dpt of Biology, University of Rome Tor Vergata)	intact:EBI-11725466|psi-mi:"MI:0471"|imex:IM-25307-225	intact-miscore:0.35
uniprotkb:P0CK56	uniprotkb:P10909	uniprotkb:P03223|uniprotkb:Q777C6|intact:EBI-2622323|uniprotkb:P0CK56	uniprotkb:B3KSE6|uniprotkb:P11380|uniprotkb:P11381|uniprotkb:Q5HYC1|uniprotkb:Q7Z5B9|uniprotkb:B2R9Q1|uniprotkb:Q2TU75|ensembl:ENSP00000315130.10|ensembl:ENSP00000385419.3|ensembl:ENSP00000429620.1|intact:EBI-1104674|uniprotkb:P10909	psi-mi:ul92_ebvb9(display_short)|psi-mi:Late gene expression regulator BDLF4(display_long)|uniprotkb:BDLF4(orf name)	psi-mi:clus_human(display_short)|psi-mi:Clusterin(display_long)|uniprotkb:CLU(gene name)|uniprotkb:Sulfated glycoprotein 2(gene name synonym)|uniprotkb:AAG4(orf name)|uniprotkb:Aging-associated gene 4 protein(gene name synonym)|uniprotkb:Ku70-binding protein 1(gene name synonym)|uniprotkb:Testosterone-repressed prostate message 2(gene name synonym)|uniprotkb:Apolipoprotein J(gene name synonym)|uniprotkb:NA1/NA2(gene name synonym)|uniprotkb:Complement cytolysis inhibitor(gene name synonym)|uniprotkb:Complement-associated protein SP-40,40(gene name synonym)|uniprotkb:KUB1(gene name synonym)|uniprotkb:CLI(gene name synonym)|uniprotkb:APOJ(gene name synonym)	psi-mi:"MI:0676"(tandem affinity purification)	Rozenblatt-Rosen O. et al.(2012)	intact:EBI-10824241|pubmed:22810586|doi:10.1038/nature11288|imex:IM-25307	taxid:10377(ebvb9)|taxid:10377("Epstein-Barr virus (strain B95-8) (HHV-4)")	taxid:9606(human)|taxid:9606(Homo sapiens)	psi-mi:"MI:0914"(association)	psi-mi:"MI:0471"(MINT, Dpt of Biology, University of Rome Tor Vergata)	intact:EBI-11725466|psi-mi:"MI:0471"|imex:IM-25307-225	intact-miscore:0.35
uniprotkb:P0CK56	uniprotkb:P53621	uniprotkb:P03223|uniprotkb:Q777C6|intact:EBI-2622323|uniprotkb:P0CK56	intact:EBI-1188425|uniprotkb:Q5T201|uniprotkb:Q8IXZ9|intact:EBI-2559704|ensembl:ENSP00000241704.7|intact:EBI-11576606|intact:EBI-356273|uniprotkb:P53621	psi-mi:ul92_ebvb9(display_short)|psi-mi:Late gene expression regulator BDLF4(display_long)|uniprotkb:BDLF4(orf name)	psi-mi:copa_human(display_short)|psi-mi:Coatomer subunit alpha(display_long)|uniprotkb:COPA(gene name)|uniprotkb:HEP-COP(gene name synonym)|uniprotkb:Alpha-coat protein(gene name synonym)	psi-mi:"MI:0676"(tandem affinity purification)	Rozenblatt-Rosen O. et al.(2012)	intact:EBI-10824241|pubmed:22810586|doi:10.1038/nature11288|imex:IM-25307	taxid:10377(ebvb9)|taxid:10377("Epstein-Barr virus (strain B95-8) (HHV-4)")	taxid:9606(human)|taxid:9606(Homo sapiens)	psi-mi:"MI:0914"(association)	psi-mi:"MI:0471"(MINT, Dpt of Biology, University of Rome Tor Vergata)	intact:EBI-11725466|psi-mi:"MI:0471"|imex:IM-25307-225	intact-miscore:0.35
