# ID(s) interactor A	ID(s) interactor B	Alt. ID(s) interactor A	Alt. ID(s) interactor B	Alias(es) interactor A	Alias(es) interactor B	Interaction detection method(s)	Publication 1st author(s)	Publication Identifier(s)	Taxid interactor A	Taxid interactor B	Interaction type(s)	Source database(s)	Interaction identifier(s)	Confidence value(s)
uniprotkb:P06927	uniprotkb:P00403	uniprotkb:Q71BI2|intact:MINT-6732515|intact:EBI-8561748|uniprotkb:P06927	ensembl:ENSP00000354876.1|uniprotkb:Q37526|intact:EBI-2105756|uniprotkb:P00403	psi-mi:ve5_hpv16(display_short)|psi-mi:Probable protein E5(display_long)|uniprotkb:E5(gene name)	psi-mi:cox2_human(display_short)|psi-mi:Cytochrome c oxidase subunit 2(display_long)|uniprotkb:MT-CO2(gene name)|uniprotkb:COX2(gene name synonym)|uniprotkb:Cytochrome c oxidase polypeptide II(gene name synonym)|uniprotkb:MTCO2(gene name synonym)|uniprotkb:coxII(gene name synonym)|uniprotkb:COII(gene name synonym)	psi-mi:"MI:0676"(tandem affinity purification)	Rozenblatt-Rosen O. et al.(2012)	intact:EBI-10824241|pubmed:22810586|doi:10.1038/nature11288|imex:IM-25307	taxid:333760(hpv16)|taxid:333760(Human papillomavirus type 16)	taxid:9606(human)|taxid:9606(Homo sapiens)	psi-mi:"MI:0914"(association)	psi-mi:"MI:0471"(MINT, Dpt of Biology, University of Rome Tor Vergata)	intact:EBI-11724813|psi-mi:"MI:0471"|imex:IM-25307-585	intact-miscore:0.35
uniprotkb:P06927	uniprotkb:P50416	uniprotkb:Q71BI2|intact:MINT-6732515|intact:EBI-8561748|uniprotkb:P06927	uniprotkb:Q9BWK0|uniprotkb:Q8TCU0|ensembl:ENSP00000265641.4|ensembl:ENSP00000446108.1|intact:EBI-2817330|uniprotkb:P50416	psi-mi:ve5_hpv16(display_short)|psi-mi:Probable protein E5(display_long)|uniprotkb:E5(gene name)	psi-mi:cpt1a_human(display_short)|psi-mi:Carnitine O-palmitoyltransferase 1, liver isoform(display_long)|uniprotkb:CPT1A(gene name)|uniprotkb:Succinyltransferase CPT1A(gene name synonym)|uniprotkb:Carnitine palmitoyltransferase 1A(gene name synonym)|uniprotkb:Carnitine O-palmitoyltransferase I, liver isoform(gene name synonym)|uniprotkb:CPT1(gene name synonym)	psi-mi:"MI:0676"(tandem affinity purification)	Rozenblatt-Rosen O. et al.(2012)	intact:EBI-10824241|pubmed:22810586|doi:10.1038/nature11288|imex:IM-25307	taxid:333760(hpv16)|taxid:333760(Human papillomavirus type 16)	taxid:9606(human)|taxid:9606(Homo sapiens)	psi-mi:"MI:0914"(association)	psi-mi:"MI:0471"(MINT, Dpt of Biology, University of Rome Tor Vergata)	intact:EBI-11724813|psi-mi:"MI:0471"|imex:IM-25307-585	intact-miscore:0.35
uniprotkb:P06927	uniprotkb:O94905	uniprotkb:Q71BI2|intact:MINT-6732515|intact:EBI-8561748|uniprotkb:P06927	uniprotkb:A0JLQ1|uniprotkb:A8K5S9|uniprotkb:B4DM38|uniprotkb:D3DSW0|uniprotkb:Q6NW21|uniprotkb:Q86VS6|uniprotkb:Q86W49|ensembl:ENSP00000428112.1|intact:EBI-4400770|uniprotkb:O94905	psi-mi:ve5_hpv16(display_short)|psi-mi:Probable protein E5(display_long)|uniprotkb:E5(gene name)	psi-mi:erln2_human(display_short)|psi-mi:Erlin-2(display_long)|uniprotkb:Erlin2(gene name)|uniprotkb:UNQ2441/PRO5003/PRO9924(orf name)|uniprotkb:Stomatin-prohibitin-flotillin-HflC/K domain-containing protein 2(gene name synonym)|uniprotkb:Endoplasmic reticulum lipid raft-associated protein 2(gene name synonym)|uniprotkb:Spfh2(gene name synonym)|uniprotkb:C8orf2(gene name synonym)	psi-mi:"MI:0676"(tandem affinity purification)	Rozenblatt-Rosen O. et al.(2012)	intact:EBI-10824241|pubmed:22810586|doi:10.1038/nature11288|imex:IM-25307	taxid:333760(hpv16)|taxid:333760(Human papillomavirus type 16)	taxid:9606(human)|taxid:9606(Homo sapiens)	psi-mi:"MI:0914"(association)	psi-mi:"MI:0471"(MINT, Dpt of Biology, University of Rome Tor Vergata)	intact:EBI-11724813|psi-mi:"MI:0471"|imex:IM-25307-585	intact-miscore:0.35
uniprotkb:P06927	uniprotkb:P25116	uniprotkb:Q71BI2|intact:MINT-6732515|intact:EBI-8561748|uniprotkb:P06927	uniprotkb:Q96RF7|uniprotkb:Q53XV0|uniprotkb:Q9BUN4|ensembl:ENSP00000321326.4|intact:EBI-2803960|uniprotkb:P25116	psi-mi:ve5_hpv16(display_short)|psi-mi:Probable protein E5(display_long)|uniprotkb:E5(gene name)	psi-mi:par1_human(display_short)|psi-mi:Proteinase-activated receptor 1(display_long)|uniprotkb:F2R(gene name)|uniprotkb:Thrombin receptor(gene name synonym)|uniprotkb:Coagulation factor II receptor(gene name synonym)|uniprotkb:TR(gene name synonym)|uniprotkb:PAR1(gene name synonym)|uniprotkb:CF2R(gene name synonym)	psi-mi:"MI:0676"(tandem affinity purification)	Rozenblatt-Rosen O. et al.(2012)	intact:EBI-10824241|pubmed:22810586|doi:10.1038/nature11288|imex:IM-25307	taxid:333760(hpv16)|taxid:333760(Human papillomavirus type 16)	taxid:9606(human)|taxid:9606(Homo sapiens)	psi-mi:"MI:0914"(association)	psi-mi:"MI:0471"(MINT, Dpt of Biology, University of Rome Tor Vergata)	intact:EBI-11724813|psi-mi:"MI:0471"|imex:IM-25307-585	intact-miscore:0.35
uniprotkb:P06927	uniprotkb:Q7Z434	uniprotkb:Q71BI2|intact:MINT-6732515|intact:EBI-8561748|uniprotkb:P06927	uniprotkb:Q3I0Y2|uniprotkb:Q5T7I6|uniprotkb:Q86VY7|uniprotkb:Q9H1H3|uniprotkb:Q9H4Y1|uniprotkb:Q9H8D3|uniprotkb:Q9ULE9|uniprotkb:Q2HWT5|uniprotkb:A8K6X0|uniprotkb:F5H6C8|uniprotkb:B2BD33|uniprotkb:B2BD34|uniprotkb:M1P2Z0|ensembl:ENSP00000401980.2|intact:EBI-995373|uniprotkb:Q7Z434	psi-mi:ve5_hpv16(display_short)|psi-mi:Probable protein E5(display_long)|uniprotkb:E5(gene name)	psi-mi:mavs_human(display_short)|psi-mi:Mitochondrial antiviral-signaling protein(display_long)|uniprotkb:MAVS(gene name)|uniprotkb:VISA(gene name synonym)|uniprotkb:KIAA1271(gene name synonym)|uniprotkb:IPS1(gene name synonym)|uniprotkb:Putative NF-kappa-B-activating protein 031N(gene name synonym)|uniprotkb:CARD adapter inducing interferon beta(gene name synonym)|uniprotkb:Virus-induced-signaling adapter(gene name synonym)|uniprotkb:Interferon beta promoter stimulator protein 1(gene name synonym)	psi-mi:"MI:0676"(tandem affinity purification)	Rozenblatt-Rosen O. et al.(2012)	intact:EBI-10824241|pubmed:22810586|doi:10.1038/nature11288|imex:IM-25307	taxid:333760(hpv16)|taxid:333760(Human papillomavirus type 16)	taxid:9606(human)|taxid:9606(Homo sapiens)	psi-mi:"MI:0914"(association)	psi-mi:"MI:0471"(MINT, Dpt of Biology, University of Rome Tor Vergata)	intact:EBI-11724813|psi-mi:"MI:0471"|imex:IM-25307-585	intact-miscore:0.35
uniprotkb:P06927	uniprotkb:Q96N66	uniprotkb:Q71BI2|intact:MINT-6732515|intact:EBI-8561748|uniprotkb:P06927	uniprotkb:A9C4B6|uniprotkb:B0V3I5|uniprotkb:B4DQ87|uniprotkb:Q05DF0|uniprotkb:Q7L5N2|uniprotkb:Q99908|uniprotkb:Q9BPV2|uniprotkb:Q9BRE9|ensembl:ENSP00000245615.1|ensembl:ENSP00000478041.1|ensembl:ENSP00000478088.1|ensembl:ENSP00000478965.1|ensembl:ENSP00000481455.1|ensembl:ENSP00000482252.1|ensembl:ENSP00000482625.1|ensembl:ENSP00000484199.1|ensembl:ENSP00000484933.1|ensembl:ENSP00000484954.1|intact:EBI-6116499|uniprotkb:Q96N66	psi-mi:ve5_hpv16(display_short)|psi-mi:Probable protein E5(display_long)|uniprotkb:E5(gene name)	psi-mi:mboa7_human(display_short)|psi-mi:Membrane-bound acylglycerophosphatidylinositol O-acyltransferase MBOAT7(display_long)|uniprotkb:MBOAT7(gene name)|uniprotkb:Lysophospholipid acyltransferase 7(gene name synonym)|uniprotkb:Membrane-bound O-acyltransferase domain-containing protein 7(gene name synonym)|uniprotkb:Lysophosphatidylinositol acyltransferase(gene name synonym)|uniprotkb:Leukocyte receptor cluster member 4(gene name synonym)|uniprotkb:Bladder and breast carcinoma-overexpressed gene 1 protein(gene name synonym)|uniprotkb:1-acylglycerophosphatidylinositol O-acyltransferase(gene name synonym)|uniprotkb:OACT7(gene name synonym)|uniprotkb:LENG4(gene name synonym)|uniprotkb:BB1(gene name synonym)	psi-mi:"MI:0676"(tandem affinity purification)	Rozenblatt-Rosen O. et al.(2012)	intact:EBI-10824241|pubmed:22810586|doi:10.1038/nature11288|imex:IM-25307	taxid:333760(hpv16)|taxid:333760(Human papillomavirus type 16)	taxid:9606(human)|taxid:9606(Homo sapiens)	psi-mi:"MI:0914"(association)	psi-mi:"MI:0471"(MINT, Dpt of Biology, University of Rome Tor Vergata)	intact:EBI-11724813|psi-mi:"MI:0471"|imex:IM-25307-585	intact-miscore:0.35
uniprotkb:P06927	uniprotkb:P07093	uniprotkb:Q71BI2|intact:MINT-6732515|intact:EBI-8561748|uniprotkb:P06927	ensembl:ENSP00000258405.4|uniprotkb:Q5D0C4|uniprotkb:B2R6A4|uniprotkb:Q53S15|uniprotkb:B4DIF2|intact:EBI-10195168|uniprotkb:P07093	psi-mi:ve5_hpv16(display_short)|psi-mi:Probable protein E5(display_long)|uniprotkb:E5(gene name)	psi-mi:gdn_human(display_short)|psi-mi:Glia-derived nexin(display_long)|uniprotkb:SERPINE2(gene name)|uniprotkb:Serpin E2(gene name synonym)|uniprotkb:Protease nexin I(gene name synonym)|uniprotkb:Protease nexin 1(gene name synonym)|uniprotkb:Peptidase inhibitor 7(gene name synonym)|uniprotkb:PN1(gene name synonym)|uniprotkb:PI7(gene name synonym)	psi-mi:"MI:0676"(tandem affinity purification)	Rozenblatt-Rosen O. et al.(2012)	intact:EBI-10824241|pubmed:22810586|doi:10.1038/nature11288|imex:IM-25307	taxid:333760(hpv16)|taxid:333760(Human papillomavirus type 16)	taxid:9606(human)|taxid:9606(Homo sapiens)	psi-mi:"MI:0914"(association)	psi-mi:"MI:0471"(MINT, Dpt of Biology, University of Rome Tor Vergata)	intact:EBI-11724813|psi-mi:"MI:0471"|imex:IM-25307-585	intact-miscore:0.35
uniprotkb:P06927	uniprotkb:O15427	uniprotkb:Q71BI2|intact:MINT-6732515|intact:EBI-8561748|uniprotkb:P06927	uniprotkb:Q2M1P8|intact:MINT-4526381|uniprotkb:B3KXG8|ensembl:ENSP00000376150.1|ensembl:ENSP00000376152.1|ensembl:ENSP00000462405.1|ensembl:ENSP00000463978.1|ensembl:ENSP00000464112.2|ensembl:ENSP00000464625.2|ensembl:ENSP00000482013.1|ensembl:ENSP00000483212.1|intact:EBI-7600166|uniprotkb:O15427	psi-mi:ve5_hpv16(display_short)|psi-mi:Probable protein E5(display_long)|uniprotkb:E5(gene name)	psi-mi:mot4_human(display_short)|psi-mi:Monocarboxylate transporter 4(display_long)|uniprotkb:SLC16A3(gene name)|uniprotkb:MCT3(gene name synonym)|uniprotkb:Solute carrier family 16 member 3(gene name synonym)|uniprotkb:MCT4(gene name synonym)	psi-mi:"MI:0676"(tandem affinity purification)	Rozenblatt-Rosen O. et al.(2012)	intact:EBI-10824241|pubmed:22810586|doi:10.1038/nature11288|imex:IM-25307	taxid:333760(hpv16)|taxid:333760(Human papillomavirus type 16)	taxid:9606(human)|taxid:9606(Homo sapiens)	psi-mi:"MI:0914"(association)	psi-mi:"MI:0471"(MINT, Dpt of Biology, University of Rome Tor Vergata)	intact:EBI-11724813|psi-mi:"MI:0471"|imex:IM-25307-585	intact-miscore:0.35
uniprotkb:P06927	uniprotkb:Q03518	uniprotkb:Q71BI2|intact:MINT-6732515|intact:EBI-8561748|uniprotkb:P06927	uniprotkb:Q16149|intact:EBI-780739|uniprotkb:Q96CP4|ensembl:ENSP00000346206.5|intact:EBI-747259|uniprotkb:Q03518	psi-mi:ve5_hpv16(display_short)|psi-mi:Probable protein E5(display_long)|uniprotkb:E5(gene name)	psi-mi:tap1_human(display_short)|psi-mi:Antigen peptide transporter 1(display_long)|uniprotkb:TAP1(gene name)|uniprotkb:Really interesting new gene 4 protein(gene name synonym)|uniprotkb:Peptide transporter involved in antigen processing 1(gene name synonym)|uniprotkb:Peptide transporter PSF1(gene name synonym)|uniprotkb:Peptide supply factor 1(gene name synonym)|uniprotkb:ATP-binding cassette sub-family B member 2(gene name synonym)|uniprotkb:Peptide transporter TAP1(gene name synonym)|uniprotkb:Y3(gene name synonym)|uniprotkb:RING4(gene name synonym)|uniprotkb:PSF1(gene name synonym)|uniprotkb:ABCB2(gene name synonym)	psi-mi:"MI:0676"(tandem affinity purification)	Rozenblatt-Rosen O. et al.(2012)	intact:EBI-10824241|pubmed:22810586|doi:10.1038/nature11288|imex:IM-25307	taxid:333760(hpv16)|taxid:333760(Human papillomavirus type 16)	taxid:9606(human)|taxid:9606(Homo sapiens)	psi-mi:"MI:0914"(association)	psi-mi:"MI:0471"(MINT, Dpt of Biology, University of Rome Tor Vergata)	intact:EBI-11724813|psi-mi:"MI:0471"|imex:IM-25307-585	intact-miscore:0.35
uniprotkb:P06927	uniprotkb:O15533	uniprotkb:Q71BI2|intact:MINT-6732515|intact:EBI-8561748|uniprotkb:P06927	uniprotkb:O15210|uniprotkb:O15272|uniprotkb:Q5STJ8|uniprotkb:Q5STK6|uniprotkb:Q5STQ5|uniprotkb:Q5STQ6|uniprotkb:Q66K65|uniprotkb:Q96KK7|uniprotkb:Q9HAN8|uniprotkb:Q9UEE0|uniprotkb:Q9UEE4|uniprotkb:Q9UIZ6|uniprotkb:Q9Y6K2|uniprotkb:B2ZUA4|uniprotkb:E9PGM2|uniprotkb:B0V0A6|uniprotkb:A2AB91|uniprotkb:A2ABC0|uniprotkb:B0V003|ensembl:ENSP00000363700.3|ensembl:ENSP00000372543.4|ensembl:ENSP00000372684.4|ensembl:ENSP00000372685.2|ensembl:ENSP00000378546.3|ensembl:ENSP00000395701.2|ensembl:ENSP00000402087.1|ensembl:ENSP00000407195.2|intact:EBI-874801|uniprotkb:O15533	psi-mi:ve5_hpv16(display_short)|psi-mi:Probable protein E5(display_long)|uniprotkb:E5(gene name)	psi-mi:tpsn_human(display_short)|psi-mi:Tapasin(display_long)|uniprotkb:TAPBP(gene name)|uniprotkb:TAPA(gene name synonym)|uniprotkb:NGS17(gene name synonym)|uniprotkb:NGS-17(gene name synonym)|uniprotkb:TAP-associated protein(gene name synonym)|uniprotkb:TAP-binding protein(gene name synonym)	psi-mi:"MI:0676"(tandem affinity purification)	Rozenblatt-Rosen O. et al.(2012)	intact:EBI-10824241|pubmed:22810586|doi:10.1038/nature11288|imex:IM-25307	taxid:333760(hpv16)|taxid:333760(Human papillomavirus type 16)	taxid:9606(human)|taxid:9606(Homo sapiens)	psi-mi:"MI:0914"(association)	psi-mi:"MI:0471"(MINT, Dpt of Biology, University of Rome Tor Vergata)	intact:EBI-11724813|psi-mi:"MI:0471"|imex:IM-25307-585	intact-miscore:0.35
uniprotkb:P03129	uniprotkb:P30281	intact:EBI-866453|uniprotkb:P03129	uniprotkb:Q5T8J0|uniprotkb:Q96F49|uniprotkb:B2RD63|uniprotkb:Q6FG62|uniprotkb:B3KQ22|uniprotkb:E9PAS4|uniprotkb:E9PB36|intact:EBI-10979075|intact:EBI-11132276|ensembl:ENSP00000362082.5|intact:EBI-375013|uniprotkb:P30281	psi-mi:ve7_hpv16(display_short)|psi-mi:Protein E7(display_long)|uniprotkb:E7(gene name)	psi-mi:ccnd3_human(display_short)|psi-mi:G1/S-specific cyclin-D3(display_long)|uniprotkb:Ccnd3(gene name)	psi-mi:"MI:0676"(tandem affinity purification)	Rozenblatt-Rosen O. et al.(2012)	intact:EBI-10824241|pubmed:22810586|doi:10.1038/nature11288|imex:IM-25307	taxid:333760(hpv16)|taxid:333760(Human papillomavirus type 16)	taxid:9606(human)|taxid:9606(Homo sapiens)	psi-mi:"MI:0914"(association)	psi-mi:"MI:0471"(MINT, Dpt of Biology, University of Rome Tor Vergata)	intact:EBI-11721568|psi-mi:"MI:0471"|imex:IM-25307-567	intact-miscore:0.35
uniprotkb:P03129	uniprotkb:P24864	intact:EBI-866453|uniprotkb:P03129	uniprotkb:Q14091|uniprotkb:Q8NFG1|uniprotkb:Q92501|uniprotkb:A8K684|uniprotkb:Q9UD21|ensembl:ENSP00000262643.3|intact:EBI-519526|uniprotkb:P24864	psi-mi:ve7_hpv16(display_short)|psi-mi:Protein E7(display_long)|uniprotkb:E7(gene name)	psi-mi:ccne1_human(display_short)|psi-mi:G1/S-specific cyclin-E1(display_long)|uniprotkb:CCNE1(gene name)|uniprotkb:CCNE(gene name synonym)	psi-mi:"MI:0676"(tandem affinity purification)	Rozenblatt-Rosen O. et al.(2012)	intact:EBI-10824241|pubmed:22810586|doi:10.1038/nature11288|imex:IM-25307	taxid:333760(hpv16)|taxid:333760(Human papillomavirus type 16)	taxid:9606(human)|taxid:9606(Homo sapiens)	psi-mi:"MI:0914"(association)	psi-mi:"MI:0471"(MINT, Dpt of Biology, University of Rome Tor Vergata)	intact:EBI-11721568|psi-mi:"MI:0471"|imex:IM-25307-567	intact-miscore:0.35
uniprotkb:P03129	uniprotkb:P09543	intact:EBI-866453|uniprotkb:P03129	intact:EBI-1188262|ensembl:ENSP00000377470.2|intact:EBI-1059219|uniprotkb:P09543	psi-mi:ve7_hpv16(display_short)|psi-mi:Protein E7(display_long)|uniprotkb:E7(gene name)	psi-mi:cn37_human(display_short)|psi-mi:2',3'-cyclic-nucleotide 3'-phosphodiesterase(display_long)|uniprotkb:CNP(gene name)	psi-mi:"MI:0676"(tandem affinity purification)	Rozenblatt-Rosen O. et al.(2012)	intact:EBI-10824241|pubmed:22810586|doi:10.1038/nature11288|imex:IM-25307	taxid:333760(hpv16)|taxid:333760(Human papillomavirus type 16)	taxid:9606(human)|taxid:9606(Homo sapiens)	psi-mi:"MI:0914"(association)	psi-mi:"MI:0471"(MINT, Dpt of Biology, University of Rome Tor Vergata)	intact:EBI-11721568|psi-mi:"MI:0471"|imex:IM-25307-567	intact-miscore:0.35
uniprotkb:P03129	uniprotkb:Q16254	intact:EBI-866453|uniprotkb:P03129	uniprotkb:A6NGR8|uniprotkb:Q12991|uniprotkb:Q15328|uniprotkb:B5BU56|ensembl:ENSP00000368686.3|intact:EBI-448943|uniprotkb:Q16254	psi-mi:ve7_hpv16(display_short)|psi-mi:Protein E7(display_long)|uniprotkb:E7(gene name)	psi-mi:e2f4_human(display_short)|psi-mi:Transcription factor E2F4(display_long)|uniprotkb:E2F4(gene name)	psi-mi:"MI:0676"(tandem affinity purification)	Rozenblatt-Rosen O. et al.(2012)	intact:EBI-10824241|pubmed:22810586|doi:10.1038/nature11288|imex:IM-25307	taxid:333760(hpv16)|taxid:333760(Human papillomavirus type 16)	taxid:9606(human)|taxid:9606(Homo sapiens)	psi-mi:"MI:0914"(association)	psi-mi:"MI:0471"(MINT, Dpt of Biology, University of Rome Tor Vergata)	intact:EBI-11721568|psi-mi:"MI:0471"|imex:IM-25307-567	intact-miscore:0.56
uniprotkb:P03129	uniprotkb:Q15678	intact:EBI-866453|uniprotkb:P03129	uniprotkb:Q5VSI0|ensembl:ENSP00000355923.4|intact:EBI-1237156|uniprotkb:Q15678	psi-mi:ve7_hpv16(display_short)|psi-mi:Protein E7(display_long)|uniprotkb:E7(gene name)	psi-mi:ptn14_human(display_short)|psi-mi:Tyrosine-protein phosphatase non-receptor type 14(display_long)|uniprotkb:PTPN14(gene name)|uniprotkb:Protein-tyrosine phosphatase pez(gene name synonym)|uniprotkb:PEZ(gene name synonym)|uniprotkb:PTPD2(gene name synonym)	psi-mi:"MI:0676"(tandem affinity purification)	Rozenblatt-Rosen O. et al.(2012)	intact:EBI-10824241|pubmed:22810586|doi:10.1038/nature11288|imex:IM-25307	taxid:333760(hpv16)|taxid:333760(Human papillomavirus type 16)	taxid:9606(human)|taxid:9606(Homo sapiens)	psi-mi:"MI:0914"(association)	psi-mi:"MI:0471"(MINT, Dpt of Biology, University of Rome Tor Vergata)	intact:EBI-11721568|psi-mi:"MI:0471"|imex:IM-25307-567	intact-miscore:0.35
uniprotkb:P03129	uniprotkb:Q08999	intact:EBI-866453|uniprotkb:P03129	uniprotkb:Q15073|uniprotkb:Q16084|uniprotkb:Q92812|uniprotkb:B7Z913|uniprotkb:Q8NE70|ensembl:ENSP00000262133.6|intact:EBI-971439|uniprotkb:Q08999	psi-mi:ve7_hpv16(display_short)|psi-mi:Protein E7(display_long)|uniprotkb:E7(gene name)	psi-mi:rbl2_human(display_short)|psi-mi:Retinoblastoma-like protein 2(display_long)|uniprotkb:RBL2(gene name)|uniprotkb:pRb2(gene name synonym)|uniprotkb:130 kDa retinoblastoma-associated protein(gene name synonym)|uniprotkb:Retinoblastoma-related protein 2(gene name synonym)|uniprotkb:RB2(gene name synonym)	psi-mi:"MI:0676"(tandem affinity purification)	Rozenblatt-Rosen O. et al.(2012)	intact:EBI-10824241|pubmed:22810586|doi:10.1038/nature11288|imex:IM-25307	taxid:333760(hpv16)|taxid:333760(Human papillomavirus type 16)	taxid:9606(human)|taxid:9606(Homo sapiens)	psi-mi:"MI:0914"(association)	psi-mi:"MI:0471"(MINT, Dpt of Biology, University of Rome Tor Vergata)	intact:EBI-11721568|psi-mi:"MI:0471"|imex:IM-25307-567	intact-miscore:0.66
uniprotkb:P03129	uniprotkb:Q9Y6N5	intact:EBI-866453|uniprotkb:P03129	uniprotkb:Q9UQM8|ensembl:ENSP00000260324.7|ensembl:ENSP00000456019.1|intact:EBI-1170418|uniprotkb:Q9Y6N5	psi-mi:ve7_hpv16(display_short)|psi-mi:Protein E7(display_long)|uniprotkb:E7(gene name)	psi-mi:sqor_human(display_short)|psi-mi:"Sulfide:quinone oxidoreductase, mitochondrial"(display_long)|uniprotkb:SQOR(gene name)|uniprotkb:Sulfide dehydrogenase-like(gene name synonym)|uniprotkb:CGI-44(orf name)|uniprotkb:Sulfide quinone oxidoreductase(gene name synonym)|uniprotkb:SQRDL(gene name synonym)	psi-mi:"MI:0676"(tandem affinity purification)	Rozenblatt-Rosen O. et al.(2012)	intact:EBI-10824241|pubmed:22810586|doi:10.1038/nature11288|imex:IM-25307	taxid:333760(hpv16)|taxid:333760(Human papillomavirus type 16)	taxid:9606(human)|taxid:9606(Homo sapiens)	psi-mi:"MI:0914"(association)	psi-mi:"MI:0471"(MINT, Dpt of Biology, University of Rome Tor Vergata)	intact:EBI-11721568|psi-mi:"MI:0471"|imex:IM-25307-567	intact-miscore:0.35
uniprotkb:P03129	uniprotkb:Q7Z7L7	intact:EBI-866453|uniprotkb:P03129	intact:EBI-25624671|uniprotkb:O00156|uniprotkb:Q5T272|uniprotkb:Q5T273|ensembl:ENSP00000291900.2|intact:EBI-1811449|uniprotkb:Q7Z7L7	psi-mi:ve7_hpv16(display_short)|psi-mi:Protein E7(display_long)|uniprotkb:E7(gene name)	psi-mi:zer1_human(display_short)|psi-mi:Protein zer-1 homolog(display_long)|uniprotkb:ZER1(gene name)|uniprotkb:Zyg11b-like protein(gene name synonym)|uniprotkb:ZYG11BL(gene name synonym)|uniprotkb:ZYG(gene name synonym)|uniprotkb:C9orf60(gene name synonym)|uniprotkb:Hzyg(gene name synonym)|uniprotkb:Zyg-11 homolog B-like protein(gene name synonym)	psi-mi:"MI:0676"(tandem affinity purification)	Rozenblatt-Rosen O. et al.(2012)	intact:EBI-10824241|pubmed:22810586|doi:10.1038/nature11288|imex:IM-25307	taxid:333760(hpv16)|taxid:333760(Human papillomavirus type 16)	taxid:9606(human)|taxid:9606(Homo sapiens)	psi-mi:"MI:0914"(association)	psi-mi:"MI:0471"(MINT, Dpt of Biology, University of Rome Tor Vergata)	intact:EBI-11721568|psi-mi:"MI:0471"|imex:IM-25307-567	intact-miscore:0.35
uniprotkb:P03129	uniprotkb:P51784	intact:EBI-866453|uniprotkb:P03129	intact:EBI-1058416|uniprotkb:Q8IUG6|uniprotkb:Q9BWE1|uniprotkb:B2RTX1|ensembl:ENSP00000218348.3|intact:EBI-306876|uniprotkb:P51784	psi-mi:ve7_hpv16(display_short)|psi-mi:Protein E7(display_long)|uniprotkb:E7(gene name)	psi-mi:ubp11_human(display_short)|psi-mi:Ubiquitin carboxyl-terminal hydrolase 11(display_long)|uniprotkb:USP11(gene name)|uniprotkb:Ubiquitin thioesterase 11(gene name synonym)|uniprotkb:Deubiquitinating enzyme 11(gene name synonym)|uniprotkb:Ubiquitin-specific-processing protease 11(gene name synonym)|uniprotkb:UHX1(gene name synonym)	psi-mi:"MI:0006"(anti bait coimmunoprecipitation)	Lin CH. et al.(2008)	intact:EBI-1991918|pubmed:18408009|imex:IM-19809	taxid:333760(hpv16)|taxid:333760(Human papillomavirus type 16)	taxid:9606(human)|taxid:9606(Homo sapiens)	psi-mi:"MI:0915"(physical association)	psi-mi:"MI:0469"(European Bioinformatics Institute)	intact:EBI-1776905|imex:IM-19809-4	intact-miscore:0.58
uniprotkb:P03129	uniprotkb:P51784	intact:EBI-866453|uniprotkb:P03129	intact:EBI-1058416|uniprotkb:Q8IUG6|uniprotkb:Q9BWE1|uniprotkb:B2RTX1|ensembl:ENSP00000218348.3|intact:EBI-306876|uniprotkb:P51784	psi-mi:ve7_hpv16(display_short)|psi-mi:Protein E7(display_long)|uniprotkb:E7(gene name)	psi-mi:ubp11_human(display_short)|psi-mi:Ubiquitin carboxyl-terminal hydrolase 11(display_long)|uniprotkb:USP11(gene name)|uniprotkb:Ubiquitin thioesterase 11(gene name synonym)|uniprotkb:Deubiquitinating enzyme 11(gene name synonym)|uniprotkb:Ubiquitin-specific-processing protease 11(gene name synonym)|uniprotkb:UHX1(gene name synonym)	psi-mi:"MI:0007"(anti tag coimmunoprecipitation)	Lin CH. et al.(2008)	intact:EBI-1991918|pubmed:18408009|imex:IM-19809	taxid:333760(hpv16)|taxid:333760(Human papillomavirus type 16)	taxid:9606(human)|taxid:9606(Homo sapiens)	psi-mi:"MI:0915"(physical association)	psi-mi:"MI:0469"(European Bioinformatics Institute)	intact:EBI-1776920|imex:IM-19809-5	intact-miscore:0.58
uniprotkb:P03129	uniprotkb:P51784	intact:EBI-866453|uniprotkb:P03129	intact:EBI-1058416|uniprotkb:Q8IUG6|uniprotkb:Q9BWE1|uniprotkb:B2RTX1|ensembl:ENSP00000218348.3|intact:EBI-306876|uniprotkb:P51784	psi-mi:ve7_hpv16(display_short)|psi-mi:Protein E7(display_long)|uniprotkb:E7(gene name)	psi-mi:ubp11_human(display_short)|psi-mi:Ubiquitin carboxyl-terminal hydrolase 11(display_long)|uniprotkb:USP11(gene name)|uniprotkb:Ubiquitin thioesterase 11(gene name synonym)|uniprotkb:Deubiquitinating enzyme 11(gene name synonym)|uniprotkb:Ubiquitin-specific-processing protease 11(gene name synonym)|uniprotkb:UHX1(gene name synonym)	psi-mi:"MI:0006"(anti bait coimmunoprecipitation)	Lin CH. et al.(2008)	intact:EBI-1991918|pubmed:18408009|imex:IM-19809	taxid:333760(hpv16)|taxid:333760(Human papillomavirus type 16)	taxid:9606(human)|taxid:9606(Homo sapiens)	psi-mi:"MI:0915"(physical association)	psi-mi:"MI:0469"(European Bioinformatics Institute)	intact:EBI-1776937|imex:IM-19809-6	intact-miscore:0.58
