# ID(s) interactor A	ID(s) interactor B	Alt. ID(s) interactor A	Alt. ID(s) interactor B	Alias(es) interactor A	Alias(es) interactor B	Interaction detection method(s)	Publication 1st author(s)	Publication Identifier(s)	Taxid interactor A	Taxid interactor B	Interaction type(s)	Source database(s)	Interaction identifier(s)	Confidence value(s)
uniprotkb:Q76RH3	uniprotkb:Q7L1Q6	uniprotkb:Q76RH3|intact:EBI-14033513|uniprotkb:Q2HR94	intact:EBI-1051097|uniprotkb:Q14281|uniprotkb:Q15394|uniprotkb:Q9BUY0|uniprotkb:B4DLZ8|uniprotkb:B4DWF7|intact:EBI-21351780|ensembl:ENSP00000386474.1|intact:EBI-1046727|uniprotkb:Q7L1Q6	psi-mi:q76rh3_hhv8(display_short)|psi-mi:Cytoplasmic envelopment protein 3(display_long)|uniprotkb:ORF38(gene name)|uniprotkb:HHV8GK18_gp42(orf name)	psi-mi:5mp2_human(display_short)|psi-mi:eIF5-mimic protein 2(display_long)|uniprotkb:BZW1(gene name)|uniprotkb:Basic leucine zipper and W2 domain-containing protein 1(gene name synonym)|uniprotkb:5MP2(gene name synonym)|uniprotkb:Protein Orf(gene name synonym)|uniprotkb:KIAA0005(gene name synonym)|uniprotkb:BZAP45(gene name synonym)	psi-mi:"MI:0400"(affinity technology)	Davis ZH. et al.(2015)	intact:EBI-14032351|pubmed:25544563|imex:IM-26114	taxid:37296(hhv8)|taxid:37296("Human herpesvirus 8 (HHV-8)")	taxid:9606(human)|taxid:9606(Homo sapiens)	psi-mi:"MI:0914"(association)	psi-mi:"MI:1335"(Host Pathogen Interaction database)	intact:EBI-14063426|imex:IM-26114-71	intact-miscore:0.35
uniprotkb:Q77UV9	uniprotkb:Q15418	uniprotkb:Q2HR88|intact:EBI-2608731|uniprotkb:Q77UV9	uniprotkb:A6NGG4|intact:EBI-1383804|uniprotkb:A8K9K7|uniprotkb:B7Z5J0|uniprotkb:Q5SVM5|uniprotkb:Q5SVM8|uniprotkb:Q5SVM9|uniprotkb:Q96C05|uniprotkb:Q9BQK2|uniprotkb:B2RDY8|uniprotkb:E9PRI4|ensembl:ENSP00000363283.2|ensembl:ENSP00000486881.1|intact:EBI-963034|uniprotkb:Q15418	psi-mi:q77uv9_hhv8(display_short)|uniprotkb:ORF45(gene name synonym)|uniprotkb:HHV8GK18_gp51(orf name)|uniprotkb:KIE-2(gene name)	psi-mi:ks6a1_human(display_short)|psi-mi:Ribosomal protein S6 kinase alpha-1(display_long)|uniprotkb:RPS6KA1(gene name)|uniprotkb:MAP kinase-activated protein kinase 1a(gene name synonym)|uniprotkb:Ribosomal S6 kinase 1(gene name synonym)|uniprotkb:MAPKAPK1A(gene name synonym)|uniprotkb:90 kDa ribosomal protein S6 kinase 1(gene name synonym)|uniprotkb:RSK1(gene name synonym)	psi-mi:"MI:0400"(affinity technology)	Davis ZH. et al.(2015)	intact:EBI-14032351|pubmed:25544563|imex:IM-26114	taxid:37296(hhv8)|taxid:37296("Human herpesvirus 8 (HHV-8)")	taxid:9606(human)|taxid:9606(Homo sapiens)	psi-mi:"MI:0914"(association)	psi-mi:"MI:1335"(Host Pathogen Interaction database)	intact:EBI-14063514|imex:IM-26114-11	intact-miscore:0.35
uniprotkb:Q77UV9	uniprotkb:P51812	uniprotkb:Q2HR88|intact:EBI-2608731|uniprotkb:Q77UV9	uniprotkb:Q4VAP3|uniprotkb:Q59H26|uniprotkb:Q5JPK8|uniprotkb:Q7Z3Z7|uniprotkb:B2R9V4|ensembl:ENSP00000368884.3|intact:EBI-1046616|uniprotkb:P51812	psi-mi:q77uv9_hhv8(display_short)|uniprotkb:ORF45(gene name synonym)|uniprotkb:HHV8GK18_gp51(orf name)|uniprotkb:KIE-2(gene name)	psi-mi:ks6a3_human(display_short)|psi-mi:Ribosomal protein S6 kinase alpha-3(display_long)|uniprotkb:RPS6KA3(gene name)|uniprotkb:RSK2(gene name synonym)|uniprotkb:ISPK1(gene name synonym)|uniprotkb:pp90RSK2(gene name synonym)|uniprotkb:Ribosomal S6 kinase 2(gene name synonym)|uniprotkb:MAPKAPK1B(gene name synonym)|uniprotkb:90 kDa ribosomal protein S6 kinase 3(gene name synonym)|uniprotkb:MAP kinase-activated protein kinase 1b(gene name synonym)|uniprotkb:Insulin-stimulated protein kinase 1(gene name synonym)	psi-mi:"MI:0400"(affinity technology)	Davis ZH. et al.(2015)	intact:EBI-14032351|pubmed:25544563|imex:IM-26114	taxid:37296(hhv8)|taxid:37296("Human herpesvirus 8 (HHV-8)")	taxid:9606(human)|taxid:9606(Homo sapiens)	psi-mi:"MI:0914"(association)	psi-mi:"MI:1335"(Host Pathogen Interaction database)	intact:EBI-14063514|imex:IM-26114-11	intact-miscore:0.35
uniprotkb:O40945	uniprotkb:Q86X55	uniprotkb:Q77Q39|intact:EBI-14064149|uniprotkb:O40945	uniprotkb:A6NN38|ensembl:ENSP00000325690.4|intact:EBI-2339854|uniprotkb:Q86X55	psi-mi:o40945_hhv8(display_short)|uniprotkb:HHV8GK18_gp78(orf name)|uniprotkb:ORF69(gene name)	psi-mi:carm1_human(display_short)|psi-mi:Histone-arginine methyltransferase CARM1(display_long)|uniprotkb:CARM1(gene name)|uniprotkb:Coactivator-associated arginine methyltransferase 1(gene name synonym)|uniprotkb:Protein arginine N-methyltransferase 4(gene name synonym)|uniprotkb:PRMT4(gene name synonym)	psi-mi:"MI:0400"(affinity technology)	Davis ZH. et al.(2015)	intact:EBI-14032351|pubmed:25544563|imex:IM-26114	taxid:37296(hhv8)|taxid:37296("Human herpesvirus 8 (HHV-8)")	taxid:9606(human)|taxid:9606(Homo sapiens)	psi-mi:"MI:0914"(association)	psi-mi:"MI:1335"(Host Pathogen Interaction database)	intact:EBI-14064147|imex:IM-26114-117	intact-miscore:0.35
uniprotkb:F5HBQ9	uniprotkb:P04818	intact:EBI-14064183|uniprotkb:F5HBQ9	uniprotkb:Q8WYK3|uniprotkb:Q8WYK4|ensembl:ENSP00000315644.10|intact:EBI-6190719|uniprotkb:P04818	psi-mi:f5hbq9_hhv8(display_short)|psi-mi:Thymidylate synthase(display_long)|uniprotkb:HHV8GK18_gp12(orf name)|uniprotkb:ORF70(gene name)	psi-mi:tysy_human(display_short)|psi-mi:Thymidylate synthase(display_long)|uniprotkb:TYMS(gene name)|uniprotkb:OK/SW-cl.29(orf name)|uniprotkb:TS(gene name synonym)	psi-mi:"MI:0400"(affinity technology)	Davis ZH. et al.(2015)	intact:EBI-14032351|pubmed:25544563|imex:IM-26114	taxid:37296(hhv8)|taxid:37296("Human herpesvirus 8 (HHV-8)")	taxid:9606(human)|taxid:9606(Homo sapiens)	psi-mi:"MI:0914"(association)	psi-mi:"MI:1335"(Host Pathogen Interaction database)	intact:EBI-14064181|imex:IM-26114-17	intact-miscore:0.35
uniprotkb:Q76RF1	uniprotkb:O14920	uniprotkb:Q76RF1|intact:EBI-14064208|uniprotkb:Q77Q37	uniprotkb:O75327|uniprotkb:B4E0U4|uniprotkb:B4DZ30|ensembl:ENSP00000430684.1|intact:EBI-81266|uniprotkb:O14920	psi-mi:q76rf1_hhv8(display_short)|uniprotkb:ORF71(gene name)|uniprotkb:HHV8GK18_gp80(orf name)	psi-mi:ikkb_human(display_short)|psi-mi:Inhibitor of nuclear factor kappa-B kinase subunit beta(display_long)|uniprotkb:IKBKB(gene name)|uniprotkb:Serine/threonine protein kinase IKBKB(gene name synonym)|uniprotkb:Nuclear factor NF-kappa-B inhibitor kinase beta(gene name synonym)|uniprotkb:I-kappa-B kinase 2(gene name synonym)|uniprotkb:IKKB(gene name synonym)	psi-mi:"MI:0400"(affinity technology)	Davis ZH. et al.(2015)	intact:EBI-14032351|pubmed:25544563|imex:IM-26114	taxid:37296(hhv8)|taxid:37296("Human herpesvirus 8 (HHV-8)")	taxid:9606(human)|taxid:9606(Homo sapiens)	psi-mi:"MI:0914"(association)	psi-mi:"MI:1335"(Host Pathogen Interaction database)	intact:EBI-14064206|imex:IM-26114-19	intact-miscore:0.35
uniprotkb:Q76RF1	uniprotkb:O15111	uniprotkb:Q76RF1|intact:EBI-14064208|uniprotkb:Q77Q37	uniprotkb:O14666|uniprotkb:Q13132|uniprotkb:Q5W0I4|uniprotkb:Q92467|intact:EBI-28970970|ensembl:ENSP00000359424.6|intact:EBI-81249|uniprotkb:O15111	psi-mi:q76rf1_hhv8(display_short)|uniprotkb:ORF71(gene name)|uniprotkb:HHV8GK18_gp80(orf name)	psi-mi:ikka_human(display_short)|psi-mi:Inhibitor of nuclear factor kappa-B kinase subunit alpha(display_long)|uniprotkb:CHUK(gene name)|uniprotkb:Transcription factor 16(gene name synonym)|uniprotkb:Nuclear factor NF-kappa-B inhibitor kinase alpha(gene name synonym)|uniprotkb:Conserved helix-loop-helix ubiquitous kinase(gene name synonym)|uniprotkb:I-kappa-B kinase 1(gene name synonym)|uniprotkb:TCF16(gene name synonym)|uniprotkb:IKKA(gene name synonym)	psi-mi:"MI:0400"(affinity technology)	Davis ZH. et al.(2015)	intact:EBI-14032351|pubmed:25544563|imex:IM-26114	taxid:37296(hhv8)|taxid:37296("Human herpesvirus 8 (HHV-8)")	taxid:9606(human)|taxid:9606(Homo sapiens)	psi-mi:"MI:0914"(association)	psi-mi:"MI:1335"(Host Pathogen Interaction database)	intact:EBI-14064206|imex:IM-26114-19	intact-miscore:0.35
uniprotkb:F5HC81	uniprotkb:Q00535	uniprotkb:F5HC81|intact:EBI-14064228	uniprotkb:A1XKG3|ensembl:ENSP00000419782.1|intact:EBI-1041567|uniprotkb:Q00535	psi-mi:f5hc81_hhv8(display_short)|uniprotkb:ORF72(gene name)|uniprotkb:HHV8GK18_gp82(orf name)	psi-mi:cdk5_human(display_short)|psi-mi:Cyclin-dependent kinase 5(display_long)|uniprotkb:CDK5(gene name)|uniprotkb:PSSALRE(gene name synonym)|uniprotkb:Cyclin-dependent-like kinase 5(gene name synonym)|uniprotkb:CDKN5(gene name synonym)|uniprotkb:Serine/threonine-protein kinase PSSALRE(gene name synonym)|uniprotkb:Tau protein kinase II catalytic subunit(gene name synonym)|uniprotkb:Cell division protein kinase 5(gene name synonym)	psi-mi:"MI:0400"(affinity technology)	Davis ZH. et al.(2015)	intact:EBI-14032351|pubmed:25544563|imex:IM-26114	taxid:37296(hhv8)|taxid:37296("Human herpesvirus 8 (HHV-8)")	taxid:9606(human)|taxid:9606(Homo sapiens)	psi-mi:"MI:0914"(association)	psi-mi:"MI:1335"(Host Pathogen Interaction database)	intact:EBI-14064226|imex:IM-26114-139	intact-miscore:0.35
uniprotkb:O40948	uniprotkb:O14733	intact:EBI-14061788|uniprotkb:O40948	uniprotkb:O14648|uniprotkb:O14816|uniprotkb:O60452|uniprotkb:O60453|uniprotkb:Q1PG43|uniprotkb:Q8IY10|uniprotkb:B2R9S5|uniprotkb:D6W659|ensembl:ENSP00000381066.3|intact:EBI-492605|uniprotkb:O14733	psi-mi:o40948_hhv8(display_short)|uniprotkb:HHV8GK18_gp83(orf name)|uniprotkb:K14(gene name)	psi-mi:mp2k7_human(display_short)|psi-mi:Dual specificity mitogen-activated protein kinase kinase 7(display_long)|uniprotkb:MAP2K7(gene name)|uniprotkb:SKK4(gene name synonym)|uniprotkb:Stress-activated protein kinase kinase 4(gene name synonym)|uniprotkb:MEK7(gene name synonym)|uniprotkb:PRKMK7(gene name synonym)|uniprotkb:MKK7(gene name synonym)|uniprotkb:JNKK2(gene name synonym)|uniprotkb:c-Jun N-terminal kinase kinase 2(gene name synonym)|uniprotkb:JNK-activating kinase 2(gene name synonym)|uniprotkb:MAPK/ERK kinase 7(gene name synonym)	psi-mi:"MI:0400"(affinity technology)	Davis ZH. et al.(2015)	intact:EBI-14032351|pubmed:25544563|imex:IM-26114	taxid:37296(hhv8)|taxid:37296("Human herpesvirus 8 (HHV-8)")	taxid:9606(human)|taxid:9606(Homo sapiens)	psi-mi:"MI:0914"(association)	psi-mi:"MI:1335"(Host Pathogen Interaction database)	intact:EBI-14061786|imex:IM-26114-85	intact-miscore:0.35
uniprotkb:O40948	uniprotkb:Q9UI12	intact:EBI-14061788|uniprotkb:O40948	uniprotkb:Q6PK44|uniprotkb:Q9H3E3|uniprotkb:Q9Y300|uniprotkb:B3KMR0|ensembl:ENSP00000352522.2|ensembl:ENSP00000379995.2|intact:EBI-724719|uniprotkb:Q9UI12	psi-mi:o40948_hhv8(display_short)|uniprotkb:HHV8GK18_gp83(orf name)|uniprotkb:K14(gene name)	psi-mi:vath_human(display_short)|psi-mi:V-type proton ATPase subunit H(display_long)|uniprotkb:ATP6V1H(gene name)|uniprotkb:CGI-11(orf name)|uniprotkb:Nef-binding protein 1(gene name synonym)|uniprotkb:Protein VMA13 homolog(gene name synonym)|uniprotkb:Vacuolar proton pump subunit SFD(gene name synonym)|uniprotkb:V-ATPase 50/57 kDa subunits(gene name synonym)|uniprotkb:Vacuolar proton pump subunit H(gene name synonym)	psi-mi:"MI:0400"(affinity technology)	Davis ZH. et al.(2015)	intact:EBI-14032351|pubmed:25544563|imex:IM-26114	taxid:37296(hhv8)|taxid:37296("Human herpesvirus 8 (HHV-8)")	taxid:9606(human)|taxid:9606(Homo sapiens)	psi-mi:"MI:0914"(association)	psi-mi:"MI:1335"(Host Pathogen Interaction database)	intact:EBI-14061786|imex:IM-26114-85	intact-miscore:0.35
uniprotkb:O40948	uniprotkb:P36507	intact:EBI-14061788|uniprotkb:O40948	intact:EBI-15586042|ensembl:ENSP00000262948.4|intact:EBI-1056930|uniprotkb:P36507	psi-mi:o40948_hhv8(display_short)|uniprotkb:HHV8GK18_gp83(orf name)|uniprotkb:K14(gene name)	psi-mi:mp2k2_human(display_short)|psi-mi:Dual specificity mitogen-activated protein kinase kinase 2(display_long)|uniprotkb:MAP2K2(gene name)|uniprotkb:MAPK/ERK kinase 2(gene name synonym)|uniprotkb:ERK activator kinase 2(gene name synonym)|uniprotkb:PRKMK2(gene name synonym)|uniprotkb:MKK2(gene name synonym)|uniprotkb:MEK2(gene name synonym)	psi-mi:"MI:0400"(affinity technology)	Davis ZH. et al.(2015)	intact:EBI-14032351|pubmed:25544563|imex:IM-26114	taxid:37296(hhv8)|taxid:37296("Human herpesvirus 8 (HHV-8)")	taxid:9606(human)|taxid:9606(Homo sapiens)	psi-mi:"MI:0914"(association)	psi-mi:"MI:1335"(Host Pathogen Interaction database)	intact:EBI-14061786|imex:IM-26114-85	intact-miscore:0.35
uniprotkb:O36551	uniprotkb:Q8NB49	uniprotkb:Q2HR81|intact:MINT-2824596|intact:EBI-7922178|uniprotkb:O36551	uniprotkb:Q5JT69|uniprotkb:Q5JT70|uniprotkb:Q5JT71|uniprotkb:Q5JT72|uniprotkb:Q5JT73|uniprotkb:Q6ZND5|uniprotkb:Q6ZU50|uniprotkb:Q6ZUP7|uniprotkb:Q70IJ9|uniprotkb:Q70IK0|uniprotkb:Q8WX24|ensembl:ENSP00000332756.3|intact:EBI-11279131|uniprotkb:Q8NB49	psi-mi:o36551_hhv8(display_short)|uniprotkb:HHV8GK18_gp55(orf name)|uniprotkb:K8.1(gene name)	psi-mi:at11c_human(display_short)|psi-mi:Phospholipid-transporting ATPase IG(display_long)|uniprotkb:ATP11C(gene name)|uniprotkb:P4-ATPase flippase complex alpha subunit ATP11C(gene name synonym)|uniprotkb:ATPase class VI type 11C(gene name synonym)|uniprotkb:ATPase IQ(gene name synonym)|uniprotkb:ATPIQ(gene name synonym)|uniprotkb:ATPIG(gene name synonym)	psi-mi:"MI:0400"(affinity technology)	Davis ZH. et al.(2015)	intact:EBI-14032351|pubmed:25544563|imex:IM-26114	taxid:37296(hhv8)|taxid:37296("Human herpesvirus 8 (HHV-8)")	taxid:9606(human)|taxid:9606(Homo sapiens)	psi-mi:"MI:0914"(association)	psi-mi:"MI:1335"(Host Pathogen Interaction database)	intact:EBI-14062552|imex:IM-26114-47	intact-miscore:0.35
uniprotkb:O36551	uniprotkb:Q99873	uniprotkb:Q2HR81|intact:MINT-2824596|intact:EBI-7922178|uniprotkb:O36551	intact:EBI-949313|uniprotkb:A0A087X1W2|uniprotkb:H7C2I1|uniprotkb:Q15529|uniprotkb:Q99872|uniprotkb:Q99874|uniprotkb:Q9NZ04|uniprotkb:Q9NZ05|uniprotkb:Q9NZ06|intact:EBI-2622582|uniprotkb:B4E3C3|uniprotkb:G5E9B6|uniprotkb:Q8WUW5|uniprotkb:Q2VP93|uniprotkb:Q6LEU5|intact:EBI-6137914|intact:EBI-11034520|ensembl:ENSP00000406162.2|intact:EBI-78738|uniprotkb:Q99873	psi-mi:o36551_hhv8(display_short)|uniprotkb:HHV8GK18_gp55(orf name)|uniprotkb:K8.1(gene name)	psi-mi:anm1_human(display_short)|psi-mi:Protein arginine N-methyltransferase 1(display_long)|uniprotkb:PRMT1(gene name)|uniprotkb:IR1B4(gene name synonym)|uniprotkb:HRMT1L2(gene name synonym)|uniprotkb:HMT2(gene name synonym)|uniprotkb:Histone-arginine N-methyltransferase PRMT1(gene name synonym)|uniprotkb:Interferon receptor 1-bound protein 4(gene name synonym)	psi-mi:"MI:0400"(affinity technology)	Davis ZH. et al.(2015)	intact:EBI-14032351|pubmed:25544563|imex:IM-26114	taxid:37296(hhv8)|taxid:37296("Human herpesvirus 8 (HHV-8)")	taxid:9606(human)|taxid:9606(Homo sapiens)	psi-mi:"MI:0914"(association)	psi-mi:"MI:1335"(Host Pathogen Interaction database)	intact:EBI-14062552|imex:IM-26114-47	intact-miscore:0.35
uniprotkb:O36551	uniprotkb:Q6IAA8	uniprotkb:Q2HR81|intact:MINT-2824596|intact:EBI-7922178|uniprotkb:O36551	uniprotkb:Q8WZ09|uniprotkb:Q9NWT0|ensembl:ENSP00000278671.5|intact:EBI-715385|uniprotkb:Q6IAA8	psi-mi:o36551_hhv8(display_short)|uniprotkb:HHV8GK18_gp55(orf name)|uniprotkb:K8.1(gene name)	psi-mi:ltor1_human(display_short)|psi-mi:Ragulator complex protein LAMTOR1(display_long)|uniprotkb:LAMTOR1(gene name)|uniprotkb:Late endosomal/lysosomal adaptor and MAPK and MTOR activator 1(gene name synonym)|uniprotkb:PDRO(gene name synonym)|uniprotkb:Protein associated with DRMs and endosomes(gene name synonym)|uniprotkb:Lipid raft adaptor protein p18(gene name synonym)|uniprotkb:C11orf59(gene name synonym)|uniprotkb:p27Kip1-releasing factor from RhoA(gene name synonym)|uniprotkb:PP7157(orf name)	psi-mi:"MI:0400"(affinity technology)	Davis ZH. et al.(2015)	intact:EBI-14032351|pubmed:25544563|imex:IM-26114	taxid:37296(hhv8)|taxid:37296("Human herpesvirus 8 (HHV-8)")	taxid:9606(human)|taxid:9606(Homo sapiens)	psi-mi:"MI:0914"(association)	psi-mi:"MI:1335"(Host Pathogen Interaction database)	intact:EBI-14062552|imex:IM-26114-47	intact-miscore:0.35
uniprotkb:O36551	uniprotkb:Q9BYC5	uniprotkb:Q2HR81|intact:MINT-2824596|intact:EBI-7922178|uniprotkb:O36551	uniprotkb:Q9P2U5|uniprotkb:Q9P2U6|uniprotkb:O00235|uniprotkb:Q9BYC6|uniprotkb:B4DFS7|uniprotkb:G3V5N0|uniprotkb:Q8IUA5|ensembl:ENSP00000353910.5|ensembl:ENSP00000378087.2|ensembl:ENSP00000501213.1|intact:EBI-2869363|uniprotkb:Q9BYC5	psi-mi:o36551_hhv8(display_short)|uniprotkb:HHV8GK18_gp55(orf name)|uniprotkb:K8.1(gene name)	psi-mi:fut8_human(display_short)|psi-mi:"Alpha-(1,6)-fucosyltransferase"(display_long)|uniprotkb:FUT8(gene name)|uniprotkb:Glycoprotein 6-alpha-L-fucosyltransferase(gene name synonym)|uniprotkb:GDP-fucose--glycoprotein fucosyltransferase(gene name synonym)|uniprotkb:"GDP-L-Fuc:N-acetyl-beta-D-glucosaminide alpha1,6-fucosyltransferase"(gene name synonym)|uniprotkb:Fucosyltransferase 8(gene name synonym)	psi-mi:"MI:0400"(affinity technology)	Davis ZH. et al.(2015)	intact:EBI-14032351|pubmed:25544563|imex:IM-26114	taxid:37296(hhv8)|taxid:37296("Human herpesvirus 8 (HHV-8)")	taxid:9606(human)|taxid:9606(Homo sapiens)	psi-mi:"MI:0914"(association)	psi-mi:"MI:1335"(Host Pathogen Interaction database)	intact:EBI-14062552|imex:IM-26114-47	intact-miscore:0.35
uniprotkb:O36551	uniprotkb:O94822	uniprotkb:Q2HR81|intact:MINT-2824596|intact:EBI-7922178|uniprotkb:O36551	uniprotkb:A6NL41|uniprotkb:Q9H8M4|uniprotkb:Q9NUY5|uniprotkb:Q9P0E9|uniprotkb:A7E2D0|uniprotkb:B2RTS0|uniprotkb:C9J7U3|uniprotkb:Q05C47|uniprotkb:J3KPL4|intact:EBI-11051127|ensembl:ENSP00000354977.4|ensembl:ENSP00000373846.3|ensembl:ENSP00000517021.1|ensembl:ENSP00000517022.1|intact:EBI-1044684|uniprotkb:O94822	psi-mi:o36551_hhv8(display_short)|uniprotkb:HHV8GK18_gp55(orf name)|uniprotkb:K8.1(gene name)	psi-mi:ltn1_human(display_short)|psi-mi:E3 ubiquitin-protein ligase listerin(display_long)|uniprotkb:LTN1(gene name)|uniprotkb:RING-type E3 ubiquitin transferase listerin(gene name synonym)|uniprotkb:RING finger protein 160(gene name synonym)|uniprotkb:RNF160(gene name synonym)|uniprotkb:Zinc finger protein 294(gene name synonym)|uniprotkb:HSPC087(orf name)|uniprotkb:KIAA0714(gene name synonym)|uniprotkb:C21orf98(gene name synonym)|uniprotkb:C21orf10(gene name synonym)|uniprotkb:ZNF294(gene name synonym)	psi-mi:"MI:0400"(affinity technology)	Davis ZH. et al.(2015)	intact:EBI-14032351|pubmed:25544563|imex:IM-26114	taxid:37296(hhv8)|taxid:37296("Human herpesvirus 8 (HHV-8)")	taxid:9606(human)|taxid:9606(Homo sapiens)	psi-mi:"MI:0914"(association)	psi-mi:"MI:1335"(Host Pathogen Interaction database)	intact:EBI-14062552|imex:IM-26114-47	intact-miscore:0.35
uniprotkb:F5HE15	uniprotkb:Q13438	uniprotkb:F5HE15|intact:EBI-14062797	intact:EBI-1174342|uniprotkb:A6NDD1|uniprotkb:A6NFR7|uniprotkb:A6NLB2|uniprotkb:A8K5Q9|uniprotkb:B4DPX1|uniprotkb:B4E1I6|uniprotkb:E7ENT8|uniprotkb:F8VUH2|uniprotkb:O00579|uniprotkb:Q6IBL2|uniprotkb:Q8IZ58|uniprotkb:Q9BW99|uniprotkb:B4DE28|uniprotkb:E7EW91|uniprotkb:G3XA88|ensembl:ENSP00000318165.7|intact:EBI-725454|uniprotkb:Q13438	psi-mi:f5he15_hhv8(display_short)|uniprotkb:ORF17.5(gene name)|uniprotkb:HHV8GK18_gp21(orf name)	psi-mi:os9_human(display_short)|psi-mi:Protein OS-9(display_long)|uniprotkb:OS9(gene name)|uniprotkb:Amplified in osteosarcoma 9(gene name synonym)	psi-mi:"MI:0400"(affinity technology)	Davis ZH. et al.(2015)	intact:EBI-14032351|pubmed:25544563|imex:IM-26114	taxid:37296(hhv8)|taxid:37296("Human herpesvirus 8 (HHV-8)")	taxid:9606(human)|taxid:9606(Homo sapiens)	psi-mi:"MI:0914"(association)	psi-mi:"MI:1335"(Host Pathogen Interaction database)	intact:EBI-14062795|imex:IM-26114-153	intact-miscore:0.35
uniprotkb:Q76S40	uniprotkb:Q07666	uniprotkb:Q76S40|intact:EBI-14032793	uniprotkb:Q6PJX7|uniprotkb:Q8NB97|uniprotkb:Q99760|uniprotkb:D3DPP3|ensembl:ENSP00000313829.7|intact:EBI-1364|uniprotkb:Q07666	psi-mi:q76s40_hhv8(display_short)|psi-mi:dihydrofolate reductase(display_long)|uniprotkb:ORF2(gene name)|uniprotkb:HHV8GK18_gp09(orf name)	psi-mi:khdr1_human(display_short)|psi-mi:KH domain-containing, RNA-binding, signal transduction-associated protein 1(display_long)|uniprotkb:KHDRBS1(gene name)|uniprotkb:p68(gene name synonym)|uniprotkb:GAP-associated tyrosine phosphoprotein p62(gene name synonym)|uniprotkb:p21 Ras GTPase-activating protein-associated p62(gene name synonym)|uniprotkb:Src-associated in mitosis 68 kDa protein(gene name synonym)|uniprotkb:SAM68(gene name synonym)	psi-mi:"MI:0400"(affinity technology)	Davis ZH. et al.(2015)	intact:EBI-14032351|pubmed:25544563|imex:IM-26114	taxid:37296(hhv8)|taxid:37296("Human herpesvirus 8 (HHV-8)")	taxid:9606(human)|taxid:9606(Homo sapiens)	psi-mi:"MI:0914"(association)	psi-mi:"MI:1335"(Host Pathogen Interaction database)	intact:EBI-14062817|imex:IM-26114-65	intact-miscore:0.35
uniprotkb:Q98138	uniprotkb:P49257	uniprotkb:Q2HRA5|intact:EBI-2608669|uniprotkb:Q98138	uniprotkb:Q9UQG4|uniprotkb:Q9UQG5|uniprotkb:Q9UQG6|uniprotkb:Q9UQG7|uniprotkb:Q9UQG8|uniprotkb:Q9UQG9|uniprotkb:Q9UQH0|uniprotkb:Q9UQH1|uniprotkb:Q9UQH2|uniprotkb:Q12895|uniprotkb:Q8N5I7|uniprotkb:Q9UQG1|uniprotkb:Q9UQG2|uniprotkb:Q9UQG3|intact:EBI-21355115|ensembl:ENSP00000251047.4|intact:EBI-1057738|uniprotkb:P49257	psi-mi:q98138_hhv8(display_short)|uniprotkb:HHV8GK18_gp31(orf name)|uniprotkb:ORF27(gene name)	psi-mi:lman1_human(display_short)|psi-mi:Protein ERGIC-53(display_long)|uniprotkb:LMAN1(gene name)|uniprotkb:Intracellular mannose-specific lectin MR60(gene name synonym)|uniprotkb:Gp58(gene name synonym)|uniprotkb:Lectin mannose-binding 1(gene name synonym)|uniprotkb:ER-Golgi intermediate compartment 53 kDa protein(gene name synonym)|uniprotkb:F5F8D(gene name synonym)|uniprotkb:ERGIC53(gene name synonym)	psi-mi:"MI:0400"(affinity technology)	Davis ZH. et al.(2015)	intact:EBI-14032351|pubmed:25544563|imex:IM-26114	taxid:37296(hhv8)|taxid:37296("Human herpesvirus 8 (HHV-8)")	taxid:9606(human)|taxid:9606(Homo sapiens)	psi-mi:"MI:0914"(association)	psi-mi:"MI:1335"(Host Pathogen Interaction database)	intact:EBI-14063269|imex:IM-26114-131	intact-miscore:0.35
uniprotkb:F5HFG5	uniprotkb:Q86VP6	intact:EBI-14063446|uniprotkb:F5HFG5	uniprotkb:O94918|uniprotkb:Q6PIY4|uniprotkb:Q8NDJ4|uniprotkb:Q96JZ9|uniprotkb:Q96T19|uniprotkb:Q9BTC4|uniprotkb:Q9H0G2|uniprotkb:Q9P0H7|uniprotkb:Q9UF85|uniprotkb:B2RAU3|ensembl:ENSP00000442318.1|intact:EBI-456077|uniprotkb:Q86VP6	psi-mi:f5hfg5_hhv8(display_short)|uniprotkb:HHV8GK18_gp02(orf name)|uniprotkb:orf4(gene name)	psi-mi:cand1_human(display_short)|psi-mi:Cullin-associated NEDD8-dissociated protein 1(display_long)|uniprotkb:CAND1(gene name)|uniprotkb:TBP-interacting protein of 120 kDa A(gene name synonym)|uniprotkb:p120 CAND1(gene name synonym)|uniprotkb:Cullin-associated and neddylation-dissociated protein 1(gene name synonym)|uniprotkb:TIP120A(gene name synonym)|uniprotkb:TIP120(gene name synonym)|uniprotkb:KIAA0829(gene name synonym)	psi-mi:"MI:0400"(affinity technology)	Davis ZH. et al.(2015)	intact:EBI-14032351|pubmed:25544563|imex:IM-26114	taxid:37296(hhv8)|taxid:37296("Human herpesvirus 8 (HHV-8)")	taxid:9606(human)|taxid:9606(Homo sapiens)	psi-mi:"MI:0914"(association)	psi-mi:"MI:1335"(Host Pathogen Interaction database)	intact:EBI-14063444|imex:IM-26114-55	intact-miscore:0.35
