# ID(s) interactor A	ID(s) interactor B	Alt. ID(s) interactor A	Alt. ID(s) interactor B	Alias(es) interactor A	Alias(es) interactor B	Interaction detection method(s)	Publication 1st author(s)	Publication Identifier(s)	Taxid interactor A	Taxid interactor B	Interaction type(s)	Source database(s)	Interaction identifier(s)	Confidence value(s)
uniprotkb:Q2MG95	uniprotkb:O95816	intact:EBI-11733646|uniprotkb:Q2MG95	uniprotkb:Q08AS9|uniprotkb:Q6FID0|uniprotkb:B4DXE2|intact:EBI-11068407|ensembl:ENSP00000359727.4|intact:EBI-355275|uniprotkb:O95816	psi-mi:q2mg95_ebvb9(display_short)|uniprotkb:BVLF1(gene name)	psi-mi:bag2_human(display_short)|psi-mi:BAG family molecular chaperone regulator 2(display_long)|uniprotkb:BAG2(gene name)|uniprotkb:Bcl-2-associated athanogene 2(gene name synonym)	psi-mi:"MI:0676"(tandem affinity purification)	Rozenblatt-Rosen O. et al.(2012)	intact:EBI-10824241|pubmed:22810586|doi:10.1038/nature11288|imex:IM-25307	taxid:10377(ebvb9)|taxid:10377("Epstein-Barr virus (strain B95-8) (HHV-4)")	taxid:9606(human)|taxid:9606(Homo sapiens)	psi-mi:"MI:0914"(association)	psi-mi:"MI:0471"(MINT, Dpt of Biology, University of Rome Tor Vergata)	intact:EBI-11733653|psi-mi:"MI:0471"|imex:IM-25307-451	intact-miscore:0.35
uniprotkb:Q2MG95	uniprotkb:Q9NXH8	intact:EBI-11733646|uniprotkb:Q2MG95	uniprotkb:A2BFA4|ensembl:ENSP00000350102.2|intact:EBI-11721551|uniprotkb:Q9NXH8	psi-mi:q2mg95_ebvb9(display_short)|uniprotkb:BVLF1(gene name)	psi-mi:tor4a_human(display_short)|psi-mi:Torsin-4A(display_long)|uniprotkb:TOR4A(gene name)|uniprotkb:Torsin family 4 member A(gene name synonym)|uniprotkb:C9orf167(gene name synonym)	psi-mi:"MI:0676"(tandem affinity purification)	Rozenblatt-Rosen O. et al.(2012)	intact:EBI-10824241|pubmed:22810586|doi:10.1038/nature11288|imex:IM-25307	taxid:10377(ebvb9)|taxid:10377("Epstein-Barr virus (strain B95-8) (HHV-4)")	taxid:9606(human)|taxid:9606(Homo sapiens)	psi-mi:"MI:0914"(association)	psi-mi:"MI:0471"(MINT, Dpt of Biology, University of Rome Tor Vergata)	intact:EBI-11733653|psi-mi:"MI:0471"|imex:IM-25307-451	intact-miscore:0.35
uniprotkb:Q2MG95	uniprotkb:Q9UDY4	intact:EBI-11733646|uniprotkb:Q2MG95	uniprotkb:Q13431|uniprotkb:B2R824|ensembl:ENSP00000359799.5|intact:EBI-356960|uniprotkb:Q9UDY4	psi-mi:q2mg95_ebvb9(display_short)|uniprotkb:BVLF1(gene name)	psi-mi:dnjb4_human(display_short)|psi-mi:DnaJ homolog subfamily B member 4(display_long)|uniprotkb:DNAJB4(gene name)|uniprotkb:Human liver DnaJ-like protein(gene name synonym)|uniprotkb:Heat shock 40 kDa protein 1 homolog(gene name synonym)|uniprotkb:HLJ1(gene name synonym)|uniprotkb:DNAJW(gene name synonym)	psi-mi:"MI:0676"(tandem affinity purification)	Rozenblatt-Rosen O. et al.(2012)	intact:EBI-10824241|pubmed:22810586|doi:10.1038/nature11288|imex:IM-25307	taxid:10377(ebvb9)|taxid:10377("Epstein-Barr virus (strain B95-8) (HHV-4)")	taxid:9606(human)|taxid:9606(Homo sapiens)	psi-mi:"MI:0914"(association)	psi-mi:"MI:0471"(MINT, Dpt of Biology, University of Rome Tor Vergata)	intact:EBI-11733653|psi-mi:"MI:0471"|imex:IM-25307-451	intact-miscore:0.35
uniprotkb:Q2MG95	uniprotkb:O95967	intact:EBI-11733646|uniprotkb:Q2MG95	uniprotkb:O75967|uniprotkb:A8K7R4|uniprotkb:B3KM31|uniprotkb:B3KQT1|ensembl:ENSP00000309953.6|ensembl:ENSP00000435295.1|intact:EBI-743414|uniprotkb:O95967	psi-mi:q2mg95_ebvb9(display_short)|uniprotkb:BVLF1(gene name)	psi-mi:fbln4_human(display_short)|psi-mi:EGF-containing fibulin-like extracellular matrix protein 2(display_long)|uniprotkb:EFEMP2(gene name)|uniprotkb:UNQ200/PRO226(orf name)|uniprotkb:FBLN4(gene name synonym)|uniprotkb:Protein UPH1(gene name synonym)|uniprotkb:Fibulin-4(gene name synonym)	psi-mi:"MI:0676"(tandem affinity purification)	Rozenblatt-Rosen O. et al.(2012)	intact:EBI-10824241|pubmed:22810586|doi:10.1038/nature11288|imex:IM-25307	taxid:10377(ebvb9)|taxid:10377("Epstein-Barr virus (strain B95-8) (HHV-4)")	taxid:9606(human)|taxid:9606(Homo sapiens)	psi-mi:"MI:0914"(association)	psi-mi:"MI:0471"(MINT, Dpt of Biology, University of Rome Tor Vergata)	intact:EBI-11733653|psi-mi:"MI:0471"|imex:IM-25307-451	intact-miscore:0.35
uniprotkb:Q2MG95	uniprotkb:Q4L180	intact:EBI-11733646|uniprotkb:Q2MG95	uniprotkb:Q6KFX7|uniprotkb:Q6KFX6|uniprotkb:Q8N6Z0|uniprotkb:B2CNV8|uniprotkb:B2CNV7|uniprotkb:Q6KFX5|uniprotkb:Q8IUM3|uniprotkb:Q2YDY5|uniprotkb:Q13597|ensembl:ENSP00000346560.3|intact:EBI-2806776|uniprotkb:Q4L180	psi-mi:q2mg95_ebvb9(display_short)|uniprotkb:BVLF1(gene name)	psi-mi:fil1l_human(display_short)|psi-mi:Filamin A-interacting protein 1-like(display_long)|uniprotkb:Filip1l(gene name)|uniprotkb:Protein down-regulated in ovarian cancer 1(gene name synonym)|uniprotkb:90 kDa GPBP-interacting protein(gene name synonym)|uniprotkb:130 kDa GPBP-interacting protein(gene name synonym)|uniprotkb:GIP90(gene name synonym)|uniprotkb:DOC1(gene name synonym)|uniprotkb:COL4A3BPIP(gene name synonym)	psi-mi:"MI:0676"(tandem affinity purification)	Rozenblatt-Rosen O. et al.(2012)	intact:EBI-10824241|pubmed:22810586|doi:10.1038/nature11288|imex:IM-25307	taxid:10377(ebvb9)|taxid:10377("Epstein-Barr virus (strain B95-8) (HHV-4)")	taxid:9606(human)|taxid:9606(Homo sapiens)	psi-mi:"MI:0914"(association)	psi-mi:"MI:0471"(MINT, Dpt of Biology, University of Rome Tor Vergata)	intact:EBI-11733653|psi-mi:"MI:0471"|imex:IM-25307-451	intact-miscore:0.35
uniprotkb:Q2MG95	uniprotkb:Q86YV9	intact:EBI-11733646|uniprotkb:Q2MG95	uniprotkb:Q9H685|uniprotkb:Q5VV69|ensembl:ENSP00000299238.5|intact:EBI-721349|uniprotkb:Q86YV9	psi-mi:q2mg95_ebvb9(display_short)|uniprotkb:BVLF1(gene name)	psi-mi:hps6_human(display_short)|psi-mi:BLOC-2 complex member HPS6(display_long)|uniprotkb:HPS6(gene name)|uniprotkb:Hermansky-Pudlak syndrome 6 protein(gene name synonym)|uniprotkb:Ruby-eye protein homolog(gene name synonym)	psi-mi:"MI:0676"(tandem affinity purification)	Rozenblatt-Rosen O. et al.(2012)	intact:EBI-10824241|pubmed:22810586|doi:10.1038/nature11288|imex:IM-25307	taxid:10377(ebvb9)|taxid:10377("Epstein-Barr virus (strain B95-8) (HHV-4)")	taxid:9606(human)|taxid:9606(Homo sapiens)	psi-mi:"MI:0914"(association)	psi-mi:"MI:0471"(MINT, Dpt of Biology, University of Rome Tor Vergata)	intact:EBI-11733653|psi-mi:"MI:0471"|imex:IM-25307-451	intact-miscore:0.35
uniprotkb:Q2MG95	uniprotkb:O15173	intact:EBI-11733646|uniprotkb:Q2MG95	uniprotkb:Q569H1|ensembl:ENSP00000296425.4|ensembl:ENSP00000429301.2|intact:EBI-1050125|uniprotkb:O15173	psi-mi:q2mg95_ebvb9(display_short)|uniprotkb:BVLF1(gene name)	psi-mi:pgrc2_human(display_short)|psi-mi:Membrane-associated progesterone receptor component 2(display_long)|uniprotkb:PGRMC2(gene name)|uniprotkb:PMBP(gene name synonym)|uniprotkb:DG6(gene name synonym)|uniprotkb:Steroid receptor protein DG6(gene name synonym)|uniprotkb:Progesterone membrane-binding protein(gene name synonym)	psi-mi:"MI:0676"(tandem affinity purification)	Rozenblatt-Rosen O. et al.(2012)	intact:EBI-10824241|pubmed:22810586|doi:10.1038/nature11288|imex:IM-25307	taxid:10377(ebvb9)|taxid:10377("Epstein-Barr virus (strain B95-8) (HHV-4)")	taxid:9606(human)|taxid:9606(Homo sapiens)	psi-mi:"MI:0914"(association)	psi-mi:"MI:0471"(MINT, Dpt of Biology, University of Rome Tor Vergata)	intact:EBI-11733653|psi-mi:"MI:0471"|imex:IM-25307-451	intact-miscore:0.35
uniprotkb:Q2MG95	uniprotkb:O75688	intact:EBI-11733646|uniprotkb:Q2MG95	uniprotkb:Q9HAY8|uniprotkb:Q461Q2|uniprotkb:Q658R4|uniprotkb:Q96ER6|uniprotkb:Q4J6C1|uniprotkb:Q4J6C2|ensembl:ENSP00000282412.4|intact:EBI-1047039|uniprotkb:O75688	psi-mi:q2mg95_ebvb9(display_short)|uniprotkb:BVLF1(gene name)	psi-mi:ppm1b_human(display_short)|psi-mi:Protein phosphatase 1B(display_long)|uniprotkb:PPM1B(gene name)|uniprotkb:PP2CB(gene name synonym)|uniprotkb:Protein phosphatase 2C isoform beta(gene name synonym)	psi-mi:"MI:0676"(tandem affinity purification)	Rozenblatt-Rosen O. et al.(2012)	intact:EBI-10824241|pubmed:22810586|doi:10.1038/nature11288|imex:IM-25307	taxid:10377(ebvb9)|taxid:10377("Epstein-Barr virus (strain B95-8) (HHV-4)")	taxid:9606(human)|taxid:9606(Homo sapiens)	psi-mi:"MI:0914"(association)	psi-mi:"MI:0471"(MINT, Dpt of Biology, University of Rome Tor Vergata)	intact:EBI-11733653|psi-mi:"MI:0471"|imex:IM-25307-451	intact-miscore:0.35
uniprotkb:Q2MG95	uniprotkb:Q13637	intact:EBI-11733646|uniprotkb:Q2MG95	ensembl:ENSP00000356465.3|intact:EBI-9837586|uniprotkb:Q13637	psi-mi:q2mg95_ebvb9(display_short)|uniprotkb:BVLF1(gene name)	psi-mi:rab32_human(display_short)|psi-mi:Ras-related protein Rab-32(display_long)|uniprotkb:RAB32(gene name)	psi-mi:"MI:0676"(tandem affinity purification)	Rozenblatt-Rosen O. et al.(2012)	intact:EBI-10824241|pubmed:22810586|doi:10.1038/nature11288|imex:IM-25307	taxid:10377(ebvb9)|taxid:10377("Epstein-Barr virus (strain B95-8) (HHV-4)")	taxid:9606(human)|taxid:9606(Homo sapiens)	psi-mi:"MI:0914"(association)	psi-mi:"MI:0471"(MINT, Dpt of Biology, University of Rome Tor Vergata)	intact:EBI-11733653|psi-mi:"MI:0471"|imex:IM-25307-451	intact-miscore:0.35
uniprotkb:Q2MG95	uniprotkb:Q93062	intact:EBI-11733646|uniprotkb:Q2MG95	uniprotkb:Q92516|uniprotkb:Q92517|uniprotkb:Q92518|uniprotkb:Q96J26|uniprotkb:D3DSU9|ensembl:ENSP00000318102.4|ensembl:ENSP00000380486.4|intact:EBI-740322|uniprotkb:Q93062	psi-mi:q2mg95_ebvb9(display_short)|uniprotkb:BVLF1(gene name)	psi-mi:rbpms_human(display_short)|psi-mi:RNA-binding protein with multiple splicing(display_long)|uniprotkb:RBPMS(gene name)|uniprotkb:Heart and RRM expressed sequence(gene name synonym)|uniprotkb:HERMES(gene name synonym)	psi-mi:"MI:0676"(tandem affinity purification)	Rozenblatt-Rosen O. et al.(2012)	intact:EBI-10824241|pubmed:22810586|doi:10.1038/nature11288|imex:IM-25307	taxid:10377(ebvb9)|taxid:10377("Epstein-Barr virus (strain B95-8) (HHV-4)")	taxid:9606(human)|taxid:9606(Homo sapiens)	psi-mi:"MI:0914"(association)	psi-mi:"MI:0471"(MINT, Dpt of Biology, University of Rome Tor Vergata)	intact:EBI-11733653|psi-mi:"MI:0471"|imex:IM-25307-451	intact-miscore:0.35
uniprotkb:Q2MG95	uniprotkb:Q14257	intact:EBI-11733646|uniprotkb:Q2MG95	uniprotkb:A8MTG6|uniprotkb:Q53XN8|uniprotkb:F8WCY5|ensembl:ENSP00000378349.3|intact:EBI-356710|uniprotkb:Q14257	psi-mi:q2mg95_ebvb9(display_short)|uniprotkb:BVLF1(gene name)	psi-mi:rcn2_human(display_short)|psi-mi:Reticulocalbin-2(display_long)|uniprotkb:RCN2(gene name)|uniprotkb:E6-binding protein(gene name synonym)|uniprotkb:Calcium-binding protein ERC-55(gene name synonym)|uniprotkb:ERC55(gene name synonym)	psi-mi:"MI:0676"(tandem affinity purification)	Rozenblatt-Rosen O. et al.(2012)	intact:EBI-10824241|pubmed:22810586|doi:10.1038/nature11288|imex:IM-25307	taxid:10377(ebvb9)|taxid:10377("Epstein-Barr virus (strain B95-8) (HHV-4)")	taxid:9606(human)|taxid:9606(Homo sapiens)	psi-mi:"MI:0914"(association)	psi-mi:"MI:0471"(MINT, Dpt of Biology, University of Rome Tor Vergata)	intact:EBI-11733653|psi-mi:"MI:0471"|imex:IM-25307-451	intact-miscore:0.35
uniprotkb:Q2MG95	uniprotkb:Q13671	intact:EBI-11733646|uniprotkb:Q2MG95	uniprotkb:O15010|uniprotkb:Q00427|uniprotkb:Q96CC8|ensembl:ENSP00000310406.4|intact:EBI-366017|uniprotkb:Q13671	psi-mi:q2mg95_ebvb9(display_short)|uniprotkb:BVLF1(gene name)	psi-mi:rin1_human(display_short)|psi-mi:Ras and Rab interactor 1(display_long)|uniprotkb:RIN1(gene name)|uniprotkb:Ras inhibitor JC99(gene name synonym)|uniprotkb:Ras interaction/interference protein 1(gene name synonym)	psi-mi:"MI:0676"(tandem affinity purification)	Rozenblatt-Rosen O. et al.(2012)	intact:EBI-10824241|pubmed:22810586|doi:10.1038/nature11288|imex:IM-25307	taxid:10377(ebvb9)|taxid:10377("Epstein-Barr virus (strain B95-8) (HHV-4)")	taxid:9606(human)|taxid:9606(Homo sapiens)	psi-mi:"MI:0914"(association)	psi-mi:"MI:0471"(MINT, Dpt of Biology, University of Rome Tor Vergata)	intact:EBI-11733653|psi-mi:"MI:0471"|imex:IM-25307-451	intact-miscore:0.35
uniprotkb:Q2MG95	uniprotkb:O75396	intact:EBI-11733646|uniprotkb:Q2MG95	uniprotkb:A8K1G0|ensembl:ENSP00000463393.1|intact:EBI-1058865|uniprotkb:O75396	psi-mi:q2mg95_ebvb9(display_short)|uniprotkb:BVLF1(gene name)	psi-mi:sc22b_human(display_short)|psi-mi:Vesicle-trafficking protein SEC22b(display_long)|uniprotkb:Sec22b(gene name)|uniprotkb:ER-Golgi SNARE of 24 kDa(gene name synonym)|uniprotkb:SEC22 vesicle-trafficking protein-like 1(gene name synonym)|uniprotkb:SEC22 vesicle-trafficking protein homolog B(gene name synonym)|uniprotkb:Sec22l1(gene name synonym)	psi-mi:"MI:0676"(tandem affinity purification)	Rozenblatt-Rosen O. et al.(2012)	intact:EBI-10824241|pubmed:22810586|doi:10.1038/nature11288|imex:IM-25307	taxid:10377(ebvb9)|taxid:10377("Epstein-Barr virus (strain B95-8) (HHV-4)")	taxid:9606(human)|taxid:9606(Homo sapiens)	psi-mi:"MI:0914"(association)	psi-mi:"MI:0471"(MINT, Dpt of Biology, University of Rome Tor Vergata)	intact:EBI-11733653|psi-mi:"MI:0471"|imex:IM-25307-451	intact-miscore:0.35
uniprotkb:Q2MG95	uniprotkb:O43294	intact:EBI-11733646|uniprotkb:Q2MG95	uniprotkb:Q9BPW3|uniprotkb:Q9Y2V5|uniprotkb:B2R8D5|ensembl:ENSP00000378332.3|intact:EBI-1051449|uniprotkb:O43294	psi-mi:q2mg95_ebvb9(display_short)|uniprotkb:BVLF1(gene name)	psi-mi:tgfi1_human(display_short)|psi-mi:Transforming growth factor beta-1-induced transcript 1 protein(display_long)|uniprotkb:TGFB1I1(gene name)|uniprotkb:Androgen receptor coactivator 55 kDa protein(gene name synonym)|uniprotkb:Androgen receptor-associated protein of 55 kDa(gene name synonym)|uniprotkb:Hydrogen peroxide-inducible clone 5 protein(gene name synonym)|uniprotkb:ARA55(gene name synonym)	psi-mi:"MI:0676"(tandem affinity purification)	Rozenblatt-Rosen O. et al.(2012)	intact:EBI-10824241|pubmed:22810586|doi:10.1038/nature11288|imex:IM-25307	taxid:10377(ebvb9)|taxid:10377("Epstein-Barr virus (strain B95-8) (HHV-4)")	taxid:9606(human)|taxid:9606(Homo sapiens)	psi-mi:"MI:0914"(association)	psi-mi:"MI:0471"(MINT, Dpt of Biology, University of Rome Tor Vergata)	intact:EBI-11733653|psi-mi:"MI:0471"|imex:IM-25307-451	intact-miscore:0.35
uniprotkb:Q2MG95	uniprotkb:O14545	intact:EBI-11733646|uniprotkb:Q2MG95	uniprotkb:A8K5L6|uniprotkb:B4DI89|intact:EBI-28969419|ensembl:ENSP00000257604.5|ensembl:ENSP00000396526.2|intact:EBI-1396921|uniprotkb:O14545	psi-mi:q2mg95_ebvb9(display_short)|uniprotkb:BVLF1(gene name)	psi-mi:trad1_human(display_short)|psi-mi:TRAF-type zinc finger domain-containing protein 1(display_long)|uniprotkb:TRAFD1(gene name)|uniprotkb:Protein FLN29(gene name synonym)|uniprotkb:FLN29(gene name synonym)	psi-mi:"MI:0676"(tandem affinity purification)	Rozenblatt-Rosen O. et al.(2012)	intact:EBI-10824241|pubmed:22810586|doi:10.1038/nature11288|imex:IM-25307	taxid:10377(ebvb9)|taxid:10377("Epstein-Barr virus (strain B95-8) (HHV-4)")	taxid:9606(human)|taxid:9606(Homo sapiens)	psi-mi:"MI:0914"(association)	psi-mi:"MI:0471"(MINT, Dpt of Biology, University of Rome Tor Vergata)	intact:EBI-11733653|psi-mi:"MI:0471"|imex:IM-25307-451	intact-miscore:0.35
uniprotkb:Q2MG95	uniprotkb:Q6PJ69	intact:EBI-11733646|uniprotkb:Q2MG95	uniprotkb:Q4G0F0|uniprotkb:Q6DKJ6|uniprotkb:Q9BRP6|ensembl:ENSP00000269383.3|intact:EBI-2130441|uniprotkb:Q6PJ69	psi-mi:q2mg95_ebvb9(display_short)|uniprotkb:BVLF1(gene name)	psi-mi:tri65_human(display_short)|psi-mi:E3 ubiquitin-protein ligase TRIM65(display_long)|uniprotkb:TRIM65(gene name)|uniprotkb:Tripartite motif-containing protein 65(gene name synonym)	psi-mi:"MI:0676"(tandem affinity purification)	Rozenblatt-Rosen O. et al.(2012)	intact:EBI-10824241|pubmed:22810586|doi:10.1038/nature11288|imex:IM-25307	taxid:10377(ebvb9)|taxid:10377("Epstein-Barr virus (strain B95-8) (HHV-4)")	taxid:9606(human)|taxid:9606(Homo sapiens)	psi-mi:"MI:0914"(association)	psi-mi:"MI:0471"(MINT, Dpt of Biology, University of Rome Tor Vergata)	intact:EBI-11733653|psi-mi:"MI:0471"|imex:IM-25307-451	intact-miscore:0.35
uniprotkb:Q2MG95	uniprotkb:Q9BQB6	intact:EBI-11733646|uniprotkb:Q2MG95	uniprotkb:A6NIQ6|uniprotkb:B2R4Z6|uniprotkb:Q6UX90|uniprotkb:Q7Z2R4|ensembl:ENSP00000378426.2|intact:EBI-6256462|uniprotkb:Q9BQB6	psi-mi:q2mg95_ebvb9(display_short)|uniprotkb:BVLF1(gene name)	psi-mi:vkor1_human(display_short)|psi-mi:Vitamin K epoxide reductase complex subunit 1(display_long)|uniprotkb:VKORC1(gene name)|uniprotkb:UNQ308/PRO351(orf name)|uniprotkb:MSTP576(orf name)|uniprotkb:MSTP134(orf name)|uniprotkb:Vitamin K1 2,3-epoxide reductase subunit 1(gene name synonym)|uniprotkb:VKOR(gene name synonym)	psi-mi:"MI:0676"(tandem affinity purification)	Rozenblatt-Rosen O. et al.(2012)	intact:EBI-10824241|pubmed:22810586|doi:10.1038/nature11288|imex:IM-25307	taxid:10377(ebvb9)|taxid:10377("Epstein-Barr virus (strain B95-8) (HHV-4)")	taxid:9606(human)|taxid:9606(Homo sapiens)	psi-mi:"MI:0914"(association)	psi-mi:"MI:0471"(MINT, Dpt of Biology, University of Rome Tor Vergata)	intact:EBI-11733653|psi-mi:"MI:0471"|imex:IM-25307-451	intact-miscore:0.35
uniprotkb:Q2MG96	uniprotkb:Q9NXH8	intact:EBI-11733856|uniprotkb:Q2MG96	uniprotkb:A2BFA4|ensembl:ENSP00000350102.2|intact:EBI-11721551|uniprotkb:Q9NXH8	psi-mi:q2mg96_ebvb9(display_short)|uniprotkb:BGLF3.5(gene name)	psi-mi:tor4a_human(display_short)|psi-mi:Torsin-4A(display_long)|uniprotkb:TOR4A(gene name)|uniprotkb:Torsin family 4 member A(gene name synonym)|uniprotkb:C9orf167(gene name synonym)	psi-mi:"MI:0676"(tandem affinity purification)	Rozenblatt-Rosen O. et al.(2012)	intact:EBI-10824241|pubmed:22810586|doi:10.1038/nature11288|imex:IM-25307	taxid:10377(ebvb9)|taxid:10377("Epstein-Barr virus (strain B95-8) (HHV-4)")	taxid:9606(human)|taxid:9606(Homo sapiens)	psi-mi:"MI:0914"(association)	psi-mi:"MI:0471"(MINT, Dpt of Biology, University of Rome Tor Vergata)	intact:EBI-11733890|psi-mi:"MI:0471"|imex:IM-25307-589	intact-miscore:0.35
uniprotkb:Q69117	uniprotkb:P29536	uniprotkb:Q1HVI3|uniprotkb:Q2MG97|intact:EBI-11733915|uniprotkb:Q69117	uniprotkb:B1APV6|uniprotkb:C4AMB1|uniprotkb:Q68EN2|ensembl:ENSP00000356257.4|intact:EBI-11733926|uniprotkb:P29536	psi-mi:q69117_ebvg(display_short)|uniprotkb:HHV4-K4123Mi_BFRF1A(orf name)|uniprotkb:BFRF1A(gene name)	psi-mi:lmod1_human(display_short)|psi-mi:Leiomodin-1(display_long)|uniprotkb:LMOD1(gene name)|uniprotkb:Thyroid-associated ophthalmopathy autoantigen(gene name synonym)|uniprotkb:Smooth muscle leiomodin(gene name synonym)|uniprotkb:Leiomodin, muscle form(gene name synonym)|uniprotkb:64 kDa autoantigen D1(gene name synonym)|uniprotkb:64 kDa autoantigen 1D3(gene name synonym)|uniprotkb:64 kDa autoantigen 1D(gene name synonym)	psi-mi:"MI:0676"(tandem affinity purification)	Rozenblatt-Rosen O. et al.(2012)	intact:EBI-10824241|pubmed:22810586|doi:10.1038/nature11288|imex:IM-25307	taxid:10376(ebvg)|taxid:10376("Epstein-Barr virus (strain B95-8)")	taxid:9606(human)|taxid:9606(Homo sapiens)	psi-mi:"MI:0914"(association)	psi-mi:"MI:0471"(MINT, Dpt of Biology, University of Rome Tor Vergata)	intact:EBI-11733954|psi-mi:"MI:0471"|imex:IM-25307-453	intact-miscore:0.35
uniprotkb:Q69117	uniprotkb:Q9BQB6	uniprotkb:Q1HVI3|uniprotkb:Q2MG97|intact:EBI-11733915|uniprotkb:Q69117	uniprotkb:A6NIQ6|uniprotkb:B2R4Z6|uniprotkb:Q6UX90|uniprotkb:Q7Z2R4|ensembl:ENSP00000378426.2|intact:EBI-6256462|uniprotkb:Q9BQB6	psi-mi:q69117_ebvg(display_short)|uniprotkb:HHV4-K4123Mi_BFRF1A(orf name)|uniprotkb:BFRF1A(gene name)	psi-mi:vkor1_human(display_short)|psi-mi:Vitamin K epoxide reductase complex subunit 1(display_long)|uniprotkb:VKORC1(gene name)|uniprotkb:UNQ308/PRO351(orf name)|uniprotkb:MSTP576(orf name)|uniprotkb:MSTP134(orf name)|uniprotkb:Vitamin K1 2,3-epoxide reductase subunit 1(gene name synonym)|uniprotkb:VKOR(gene name synonym)	psi-mi:"MI:0676"(tandem affinity purification)	Rozenblatt-Rosen O. et al.(2012)	intact:EBI-10824241|pubmed:22810586|doi:10.1038/nature11288|imex:IM-25307	taxid:10376(ebvg)|taxid:10376("Epstein-Barr virus (strain B95-8)")	taxid:9606(human)|taxid:9606(Homo sapiens)	psi-mi:"MI:0914"(association)	psi-mi:"MI:0471"(MINT, Dpt of Biology, University of Rome Tor Vergata)	intact:EBI-11733954|psi-mi:"MI:0471"|imex:IM-25307-453	intact-miscore:0.35
uniprotkb:Q8AZK7	uniprotkb:Q5W0B1	intact:EBI-1185167|uniprotkb:Q8AZK7	ensembl:ENSP00000282003.6|uniprotkb:Q9H8M0|uniprotkb:B2RN99|uniprotkb:Q9H0T2|uniprotkb:Q8TBY2|intact:EBI-2562035|uniprotkb:Q5W0B1	psi-mi:ebna5_ebvb9(display_short)|psi-mi:Epstein-Barr nuclear antigen leader protein(display_long)|uniprotkb:EBNA5(gene name synonym)|uniprotkb:Epstein-Barr nuclear antigen 5(gene name synonym)|uniprotkb:EBNA-LP(gene name)	psi-mi:obi1_human(display_short)|psi-mi:ORC ubiquitin ligase 1(display_long)|uniprotkb:OBI1(gene name)|uniprotkb:RNF219(gene name synonym)|uniprotkb:RING finger protein 219(gene name synonym)|uniprotkb:C13orf7(gene name synonym)	psi-mi:"MI:0676"(tandem affinity purification)	Rozenblatt-Rosen O. et al.(2012)	intact:EBI-10824241|pubmed:22810586|doi:10.1038/nature11288|imex:IM-25307	taxid:10377(ebvb9)|taxid:10377("Epstein-Barr virus (strain B95-8) (HHV-4)")	taxid:9606(human)|taxid:9606(Homo sapiens)	psi-mi:"MI:0914"(association)	psi-mi:"MI:0471"(MINT, Dpt of Biology, University of Rome Tor Vergata)	intact:EBI-11734159|psi-mi:"MI:0471"|imex:IM-25307-327	intact-miscore:0.35
uniprotkb:P03177	uniprotkb:Q9Y305	uniprotkb:Q777B9|intact:EBI-11721608|uniprotkb:P03177	uniprotkb:B3KNC9|uniprotkb:B7ZM94|ensembl:ENSP00000336580.7|intact:EBI-2548214|uniprotkb:Q9Y305	psi-mi:kith_ebvb9(display_short)|psi-mi:Thymidine kinase(display_long)|uniprotkb:BXLF1(orf name)|uniprotkb:TK(gene name)	psi-mi:acot9_human(display_short)|psi-mi:Acyl-coenzyme A thioesterase 9, mitochondrial(display_long)|uniprotkb:ACOT9(gene name)|uniprotkb:CGI-16(orf name)|uniprotkb:Acyl-CoA thioester hydrolase 9(gene name synonym)	psi-mi:"MI:0676"(tandem affinity purification)	Rozenblatt-Rosen O. et al.(2012)	intact:EBI-10824241|pubmed:22810586|doi:10.1038/nature11288|imex:IM-25307	taxid:10377(ebvb9)|taxid:10377("Epstein-Barr virus (strain B95-8) (HHV-4)")	taxid:9606(human)|taxid:9606(Homo sapiens)	psi-mi:"MI:0914"(association)	psi-mi:"MI:0471"(MINT, Dpt of Biology, University of Rome Tor Vergata)	intact:EBI-11721652|psi-mi:"MI:0471"|imex:IM-25307-103	intact-miscore:0.35
uniprotkb:P03177	uniprotkb:Q16527	uniprotkb:Q777B9|intact:EBI-11721608|uniprotkb:P03177	uniprotkb:Q93030|ensembl:ENSP00000310901.5|ensembl:ENSP00000450056.1|intact:EBI-2959737|uniprotkb:Q16527	psi-mi:kith_ebvb9(display_short)|psi-mi:Thymidine kinase(display_long)|uniprotkb:BXLF1(orf name)|uniprotkb:TK(gene name)	psi-mi:csrp2_human(display_short)|psi-mi:Cysteine and glycine-rich protein 2(display_long)|uniprotkb:LMO5(gene name synonym)|uniprotkb:SMLIM(gene name synonym)|uniprotkb:Cysteine-rich protein 2(gene name synonym)|uniprotkb:LIM domain only protein 5(gene name synonym)|uniprotkb:Smooth muscle cell LIM protein(gene name synonym)|uniprotkb:CSRP2(gene name)	psi-mi:"MI:0676"(tandem affinity purification)	Rozenblatt-Rosen O. et al.(2012)	intact:EBI-10824241|pubmed:22810586|doi:10.1038/nature11288|imex:IM-25307	taxid:10377(ebvb9)|taxid:10377("Epstein-Barr virus (strain B95-8) (HHV-4)")	taxid:9606(human)|taxid:9606(Homo sapiens)	psi-mi:"MI:0914"(association)	psi-mi:"MI:0471"(MINT, Dpt of Biology, University of Rome Tor Vergata)	intact:EBI-11721652|psi-mi:"MI:0471"|imex:IM-25307-103	intact-miscore:0.35
